"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"be";0,819194111473633;-0,736373033247069;-0,304716521107466;0,716780045425451;-0,644313098480933;-0,266621450010661;0,596523179093676;0,351691354624611;0,0517854662817135;0,00377962532062908;0,00305401283330961;0,000522958358679214;0,00563216158477374;0,204200793949132;0,000234849672409054
"by";0,978755232112965;-4,06216528940492;0,403329793920045;0,2331571147122;-0,967680894350904;0,0960804171895453;0,0731265499314687;0,919082153998038;0,00779129607049207;0,00390701066074162;0,0672994607899337;0,000663463463961021;0,00407846183724995;0,696820342897716;0,00198033218018992
"russian";-0,216478813971988;-1,49794645870765;-0,199698517988046;-0,141802150624635;-0,981213937142073;-0,13081039575042;0,0274198004898687;0,957940054357099;0,0146401451530319;0,00024573763376683;0,0117661248815653;0,000209117585616391;0,00524373664789279;0,251690904204356;0,000332181861332019
"up";-0,977082297844231;0,133829160826968;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00315201532043689;5,91326768091e-05;0,00112389075517044;0,00330161196348806;0,209252819210294;0,000144566832376529
"us";-0,488122915354932;-0,915169451731003;-0,336750407058067;-0,447612036806076;-0,839216618244913;-0,308802416065496;0,258836627407364;0,663869368398488;0,0772940041941479;0,00194350110327697;0,00683171009245062;0,000925001969209263;0,0081569236744999;0,184714333233821;0,000278309218466621
"don_t";1,27689783113202;1,47826331077609;-0,746160343932038;0,610649418831506;0,706948206502222;-0,356835425096831;0,456169570312143;0,446097582967643;0,0977328467202131;0,00443320120335893;0,00594167291198555;0,00151380338395705;0,00271897455816663;0,363979781467351;0,000360213233334295
"entire";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00203953932498858;3,82623202882411e-05;0,000727223429816169;0,00213633715284521;0,209252819210294;9,35432444789308e-05
"let";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00259577732271274;4,86974985486705e-05;0,000925557092493306;0,00271897455816663;0,209252819210294;0,00011905503842773
"ukraine";-1,13365003697418;1,41057201574825;6,58565572372583;-0,165986598913397;0,206532919137372;0,964257539402082;0,0429117884003071;0,0484753987049795;0,908612812894713;0,0029951347593666;0,00463712583789957;0,101077944404217;0,00233054962128569;1,05359806787257;0,00258707062798558
"from";-0,216478813971988;-1,49794645870765;-0,199698517988046;-0,141802150624635;-0,981213937142073;-0,13081039575042;0,0274198004898687;0,957940054357099;0,0146401451530319;0,00024573763376683;0,0117661248815653;0,000209117585616391;0,00524373664789279;0,251690904204356;0,000332181861332019
"about";-0,373073648886862;-1,16199265468582;-0,278704901098999;-0,298021762959899;-0,928232536736839;-0,222637343106151;0,118645475637912;0,839810032427631;0,0415444919344564;0,000919062772341766;0,0089158507680111;0,000512914807629539;0,00660322392697611;0,208522657107603;0,000287119392100468
"this";-0,175666669071646;-0,254414894990679;-0,459088556583758;-0,317381660096286;-0,459658181896939;-0,829447549667685;0,146720062071472;0,224547434730567;0,628732503197961;0,000389555372009567;0,000817100606244455;0,00266062336008939;0,0126238104486308;0,0882935302762936;9,8412038602117e-05
"allow";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00556237997724158;0,000104351782604294;0,00198333662677137;0,00582637405321422;0,209252819210294;0,000255117939487993
"our";0,742372321283426;0,319027557400525;-0,530801594269472;0,767888729462481;0,329992995013993;-0,549046011192314;0,687043929015987;0,0925783896827247;0,220377681301288;0,00717125974913939;0,00132436687114456;0,00366620164616311;0,0130122353855117;0,1724303796286;0,000386882851012592
"0001f602";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00185412665908053;3,47839275347647e-05;0,00066111220892379;0,00194212468440474;0,209252819210294;8,50393131626644e-05
"have";-1,02405261958321;0,516852017303351;1,56728605194888;-0,527259738430116;0,266114508413987;0,806957394564414;0,376574500417351;0,0699924273450278;0,553433072237621;0,00814669852534663;0,00207524573929341;0,0190824281890348;0,00776849873761896;0,321278071972329;0,000801861328648337
"need";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00222495199089663;4,17407130417175e-05;0,000793334650708547;0,00233054962128569;0,209252819210294;0,000102047175795197
"border";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00426449131588521;8,00030333299586e-05;0,00152055808052472;0,0044668867741309;0,209252819210294;0,000195590420274128
"who";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00407907864997716;7,65246405764823e-05;0,00145444685963234;0,00427267430569042;0,209252819210294;0,000187086488957862
"should";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00185412665908053;3,47839275347647e-05;0,00066111220892379;0,00194212468440474;0,209252819210294;8,50393131626644e-05
"national";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00185412665908053;3,47839275347647e-05;0,00066111220892379;0,00194212468440474;0,209252819210294;8,50393131626644e-05
"we";-0,450510655163448;-0,995861652697001;-0,317773991648372;-0,395782047027421;-0,874883110850136;-0,279170402442618;0,205022995124045;0,730975328956919;0,0640016759190367;0,0015372760081989;0,00751172593147867;0,000764853773734207;0,00757428626917848;0,191552597959107;0,000277918724725276
"he_s";2,17848988272252;2,01603697075574;-0,811246958551211;0,707975963885689;0,655181246844367;-0,263642880320313;0,584149746474508;0,365024775819659;0,0508254777058321;0,00921697061395294;0,00789358140892207;0,00127815425861058;0,00194212468440474;0,548754023325204;0,000584833905837247
"nuclear";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00222495199089663;4,17407130417175e-05;0,000793334650708547;0,00233054962128569;0,209252819210294;0,000102047175795197
"state";1,62751849566667;-1,12796402058039;-0,179289242282979;0,818555306815337;-0,567305955294002;-0,0901729603174297;0,736331404586359;0,258062091497228;0,00560650391641389;0,0102886636385205;0,00494194147105794;0,000124857768104117;0,00388424936880948;0,365151876905599;0,000517909859031586
"joe";-0,977082297844231;0,133829160826968;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,0038936659840691;7,30462478230059e-05;0,00138833563873996;0,00407846183724995;0,209252819210294;0,000178582557641595
"an";-0,977082297844231;0,133829160826968;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,0038936659840691;7,30462478230059e-05;0,00138833563873996;0,00407846183724995;0,209252819210294;0,000178582557641595
"will";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00241036465680468;4,5219105795194e-05;0,000859445871600927;0,00252476208972616;0,209252819210294;0,000110551107111464
"capture";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00259577732271274;4,86974985486705e-05;0,000925557092493306;0,00271897455816663;0,209252819210294;0,00011905503842773
"balloon";0,395913414102109;0,350840789721251;0,234775241705943;0,684079013944637;0,606200277473227;0,405656414064804;0,557537585127568;0,319452386826776;0,123010028045657;0,00687996106259726;0,00540263598747024;0,00241930230931967;0,0438920178675471;0,102081585791379;0,000457383362912465
"cross";1,12663248920027;1,38863436744615;-0,735312574828842;0,582700958772956;0,718209873274934;-0,380307994361783;0,42092259838897;0,466579636473197;0,112497765137832;0,00369771052356261;0,00561751429341396;0,00157511531181226;0,00291318702660711;0,334322353967393;0,000325611098355892
"unite";0,734275540868315;-3,53766598312593;0,279983093757026;0,202620405085278;-0,97620480958651;0,0772602173388369;0,0554696255571855;0,939470229757157;0,00506014468565643;0,0012565404620333;0,0291670163717219;0,000182693026505548;0,00233054962128569;0,600227253867715;0,000839633535720904
"when";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00519155464542547;9,7394997097341e-05;0,00185111418498661;0,00543794911633327;0,209252819210294;0,00023811007685546
"off";-0,977082297844231;0,133829160826968;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00315201532043689;5,91326768091e-05;0,00112389075517044;0,00330161196348806;0,209252819210294;0,000144566832376529
"i";0,285146574382469;0,886712284798476;-0,674565067850946;0,247943674542647;0,77102347321258;-0,586554974413737;0,0864523422030792;0,609983599496502;0,303564058300416;0,000789556893397326;0,00763506191505665;0,00441870295945574;0,00971062342202369;0,186708479822639;0,000338512880536812
"not";3,40565684183181;2,74800667461693;-0,899837072893974;0,762295543802725;0,615092283130293;-0,201412480080235;0,658389054324774;0,312772569496088;0,0288383761791375;0,0810926290299804;0,0527977208418354;0,0056611853329109;0,00699164886385706;0,808060450040228;0,00456527886445752
"0001f923";0,103775284500535;-2,18500987745907;-0,0381215540318114;0,047433516424741;-0,99872240687658;-0,017424566629786;0,00308116485588404;0,996657961339959;0,000260873804156762;3,97391500854871e-05;0,0176172256996078;5,36255675941076e-06;0,003690036900369;0,35993222508243;0,000478048733036122
"know";-0,977082297844231;0,133829160826968;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00370825331816105;6,95678550695294e-05;0,00132222441784758;0,00388424936880948;0,209252819210294;0,000170078626325329
"like";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00741650663632211;0,000139135710139059;0,00264444883569516;0,00776849873761896;0,209252819210294;0,000340157252650658
"because";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642703;0,180794899599506;0,00203953932498858;3,82623202882411e-05;0,000727223429816169;0,00213633715284521;0,209252819210294;9,35432444789308e-05
"weather";0,734275540868315;-3,53766598312593;0,279983093757026;0,202620405085278;-0,97620480958651;0,0772602173388369;0,0554696255571855;0,939470229757157;0,00506014468565643;0,0012565404620333;0,0291670163717219;0,000182693026505548;0,00233054962128569;0,600227253867715;0,000839633535720904
"but";-0,977082297844231;0,133829160826967;-0,583443807384104;-0,852702758223408;0,116793124611569;-0,509173224120887;0,808142947236224;0,0110621531642704;0,180794899599506;0,00407907864997716;7,65246405764823e-05;0,00145444685963234;0,00427267430569042;0,209252819210294;0,000187086488957862
"he";-0,167961225904039;0,616446547988191;-0,641854871785926;-0,185460095043607;0,680670403325771;-0,708725867442941;0,0500224325304128;0,49164298444538;0,458334583024206;0,00021367798851822;0,00287827685269678;0,00312043685783216;0,00757428626917848;0,14458089157461;0,00015833010956144
"u";-0,751823551821294;0,158366705538251;-0,330456881313386;-0,898909000755503;0,189349291710096;-0,395106889448448;0,866858446460951;0,0280644385240584;0,105077115014991;0,0398488310478863;0,00176811902749334;0,00769862796618276;0,070499126043892;0,15546266208912;0,00170386794859048
"out";-1,10233648914819;1,15522344476399;5,15183581750385;-0,20437798715683;0,21418345911754;0,955172803322084;0,064492536374103;0,0516803372910228;0,883827126334873;0,00353994679153491;0,00388776813167328;0,0773200979525602;0,00291318702660711;0,835687144112975;0,00203449117159361
