"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,00296108097894255;75,8009356811083;75,8009356811083
"facteur 2";0,000691930903681219;17,7127914767267;93,513727157835
"facteur 3";0,000253379182784326;6,48627284216502;100
