"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,444172321856312;36,23427451893;36,23427451893
"facteur 2";0,304083363586453;24,8062284177975;61,0405029367275
"facteur 3";0,256921045320716;20,9588648994045;81,999367836132
"facteur 4";0,220658001002052;18,000632163868;100
