"";"";"";"";"*id_1800254127433286144";""
"1";"*id_1800254127433286144";"0.0991408029714256";"-0.55811382730024";"1.03526116328885";"18"
"2";"*id_1651553642514886656";"0.0991408029714256";"-0.55811382730024";"1.03526116328885";"19"
