"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"1";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"2";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"3";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"4";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"5";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";0;0;0;0;0;0;0;0;0;0;4;4;4;4
"8";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"11";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"12";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"13";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"14";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"15";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"16";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"17";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"19";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"20";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"21";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"22";0;0;0;0;0;0;0;0;0;0;0;0;0;1
"23";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24";0;0;0;0;0;0;0;0;0;0;4;4;4;4
"25";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26";0;0;0;0;0;0;0;0;0;0;4;4;4;4
"27";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"28";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"29";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"30";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"31";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"32";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"34";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"35";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"36";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"37";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"38";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"39";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"40";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"41";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"42";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"43";0;0;0;0;0;0;0;0;0;0;4;4;4;4
"44";0;0;0;0;0;0;0;0;0;0;0;3;3;3
"45";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"46";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"47";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"48";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"49";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"52";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"53";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"54";0;0;0;0;0;0;0;0;0;0;0;0;0;2
"55";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"56";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"57";0;0;0;0;0;0;5;5;5;5;5;5;5;5
"58";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";0;0;0;0;0;0;0;0;0;0;0;0;0;0
