"";"x"
"1";9
"2";0
"3";0
"4";1
"5";0
"6";0
"7";0
"8";1
"9";6
"10";4
"11";6
"12";5
"13";10
"14";8
"15";7
"16";5
"17";12
"18";0
"19";4
"20";0
"21";7
"22";9
"23";12
"24";12
"25";12
"26";2
"27";4
"28";2
"29";0
"30";0
"31";0
"32";0
"33";0
"34";0
"35";4
"36";10
"37";4
"38";2
"39";4
"40";0
"41";0
"42";4
"43";0
"44";0
"45";0
"46";0
"47";6
"48";0
"49";0
"50";0
"51";9
"52";0
"53";2
"54";2
"55";0
"56";0
"57";0
"58";0
"59";0
"60";11
"61";2
"62";12
"63";1
"64";10
"65";0
"66";2
"67";0
"68";0
"69";0
"70";0
"71";0
"72";0
"73";0
"74";0
"75";10
"76";0
"77";0
"78";0
"79";0
"80";0
"81";4
"82";0
"83";12
"84";2
"85";0
"86";10
"87";0
"88";7
"89";0
"90";2
"91";0
"92";0
"93";0
"94";2
"95";4
"96";0
"97";0
"98";2
"99";1
"100";0
"101";0
"102";11
"103";0
"104";0
"105";0
"106";0
"107";0
"108";0
"109";0
"110";7
"111";7
"112";12
"113";1
"114";12
"115";2
"116";10
"117";12
"118";0
"119";0
"120";1
"121";0
"122";7
"123";2
"124";10
"125";1
"126";0
"127";0
"128";0
"129";2
"130";12
"131";0
"132";6
"133";2
"134";2
"135";12
"136";8
"137";12
"138";0
"139";5
"140";0
"141";0
"142";0
"143";0
"144";0
"145";2
"146";2
"147";0
"148";0
"149";4
"150";0
"151";2
"152";2
"153";11
"154";5
"155";1
"156";6
"157";8
"158";0
"159";12
"160";3
"161";0
"162";1
"163";4
"164";0
"165";7
"166";7
"167";0
"168";6
"169";0
"170";12
"171";0
"172";2
"173";2
"174";12
"175";1
"176";6
"177";11
"178";4
"179";9
"180";1
"181";2
"182";2
"183";4
"184";2
"185";2
"186";0
"187";0
"188";0
"189";0
"190";0
"191";0
"192";0
"193";0
"194";4
"195";10
"196";0
"197";10
"198";1
"199";0
"200";11
"201";0
"202";0
"203";10
"204";12
"205";2
"206";2
"207";0
"208";4
"209";0
"210";0
"211";1
"212";1
"213";2
"214";10
"215";12
"216";12
"217";0
"218";5
"219";2
"220";0
"221";6
"222";2
"223";4
"224";1
"225";10
"226";11
"227";1
"228";4
"229";2
"230";1
"231";0
"232";0
"233";4
"234";10
"235";4
"236";4
"237";2
"238";0
"239";2
"240";1
"241";1
"242";0
"243";0
"244";0
"245";12
"246";0
"247";4
"248";4
"249";4
"250";11
"251";9
"252";12
"253";0
"254";10
"255";0
"256";0
"257";0
"258";0
"259";4
"260";0
"261";0
"262";0
"263";0
"264";0
"265";0
"266";0
"267";2
"268";12
"269";0
"270";4
"271";4
"272";0
"273";12
"274";2
"275";4
"276";0
"277";10
"278";0
"279";2
"280";2
"281";0
"282";1
"283";7
"284";11
"285";6
"286";0
"287";1
"288";1
"289";4
"290";10
"291";1
"292";0
"293";10
"294";0
"295";0
"296";0
"297";10
"298";1
"299";1
"300";1
"301";10
"302";7
"303";1
"304";0
"305";0
"306";0
"307";0
"308";0
"309";1
"310";7
"311";0
"312";2
"313";12
"314";1
"315";0
"316";0
"317";0
"318";1
"319";0
"320";0
"321";2
"322";12
"323";0
"324";1
"325";1
"326";12
"327";12
"328";2
"329";12
"330";1
"331";2
"332";0
"333";0
"334";12
"335";1
"336";2
"337";12
"338";0
"339";2
"340";10
"341";2
"342";12
"343";12
"344";4
"345";0
"346";4
"347";0
"348";0
"349";10
"350";0
"351";2
"352";7
"353";12
"354";0
"355";10
"356";12
"357";0
"358";0
"359";0
"360";4
"361";4
"362";6
"363";7
"364";5
"365";0
"366";0
"367";6
"368";5
"369";6
"370";4
"371";10
"372";5
"373";4
"374";5
"375";6
"376";6
"377";6
"378";2
"379";4
"380";5
"381";7
"382";4
"383";4
"384";4
"385";5
"386";5
"387";4
"388";4
"389";2
"390";5
"391";6
"392";6
"393";3
"394";5
"395";3
"396";3
"397";5
"398";3
"399";3
"400";3
"401";10
"402";4
"403";3
"404";3
"405";3
"406";3
"407";8
"408";3
"409";3
"410";3
"411";3
"412";3
"413";3
"414";3
"415";3
"416";3
"417";3
"418";3
"419";3
"420";3
"421";3
"422";10
"423";3
"424";3
"425";3
"426";3
"427";3
"428";3
"429";3
"430";3
"431";3
"432";3
"433";3
"434";3
"435";3
"436";3
"437";3
"438";3
"439";3
"440";3
"441";3
"442";3
"443";3
"444";3
"445";0
"446";0
"447";3
"448";0
"449";0
"450";3
"451";3
"452";3
"453";3
"454";3
"455";3
"456";3
"457";3
"458";3
"459";3
"460";0
"461";9
"462";9
"463";9
"464";0
"465";7
"466";7
"467";5
"468";0
"469";5
"470";0
"471";0
"472";0
"473";6
"474";6
"475";8
"476";8
"477";8
"478";0
"479";8
"480";0
"481";5
"482";0
"483";8
"484";11
"485";11
"486";10
"487";0
"488";6
"489";11
"490";11
"491";6
"492";11
"493";11
"494";7
"495";0
"496";0
"497";11
"498";0
"499";10
"500";6
"501";0
"502";0
"503";11
"504";0
"505";10
"506";0
"507";0
"508";0
"509";0
"510";0
"511";10
"512";9
"513";0
"514";5
"515";0
"516";0
"517";7
"518";9
"519";0
"520";0
"521";0
"522";10
"523";9
"524";9
"525";7
"526";12
"527";10
"528";7
"529";5
"530";11
"531";11
"532";0
"533";10
"534";0
"535";9
"536";0
"537";4
"538";10
"539";9
"540";0
"541";9
"542";9
"543";9
"544";11
"545";8
"546";6
"547";6
"548";7
"549";6
"550";0
"551";0
"552";1
"553";9
"554";9
"555";8
"556";9
"557";0
"558";2
"559";0
"560";4
"561";7
"562";7
"563";11
"564";0
"565";0
"566";0
"567";8
"568";9
"569";0
"570";0
"571";9
"572";11
"573";0
"574";10
"575";0
"576";0
"577";4
"578";0
"579";4
"580";7
"581";0
"582";0
"583";0
"584";6
"585";0
"586";4
"587";9
"588";8
"589";0
"590";0
"591";8
"592";10
"593";0
"594";0
"595";7
"596";5
"597";6
"598";10
"599";5
"600";2
"601";4
"602";0
"603";2
"604";9
"605";6
"606";0
"607";0
"608";8
"609";10
"610";0
"611";0
"612";5
"613";0
"614";9
"615";10
"616";0
"617";0
"618";0
"619";0
"620";9
"621";9
"622";9
"623";0
"624";4
"625";0
"626";0
"627";0
"628";9
"629";1
"630";0
"631";1
"632";0
"633";0
"634";8
"635";0
"636";5
"637";0
"638";11
"639";0
"640";0
"641";7
"642";6
"643";4
"644";0
"645";0
"646";8
"647";12
"648";5
"649";7
"650";11
"651";0
"652";0
"653";10
"654";0
"655";5
"656";12
"657";7
"658";10
"659";0
"660";8
"661";11
"662";7
"663";9
"664";11
"665";9
"666";7
"667";0
"668";6
"669";9
"670";0
"671";0
"672";0
"673";0
"674";0
"675";10
"676";9
"677";7
"678";11
"679";5
"680";11
"681";7
"682";7
"683";10
"684";7
"685";10
"686";0
"687";0
"688";10
"689";11
"690";7
"691";7
"692";7
"693";9
"694";4
"695";11
"696";10
"697";8
"698";8
"699";8
"700";0
"701";8
"702";0
"703";9
"704";0
"705";8
"706";0
"707";9
"708";1
"709";6
"710";8
"711";6
"712";4
"713";5
"714";0
"715";1
"716";0
"717";8
"718";11
"719";0
"720";4
"721";9
"722";9
"723";11
"724";1
"725";0
"726";0
"727";0
"728";0
"729";9
"730";0
"731";0
"732";9
"733";7
"734";10
"735";0
"736";10
"737";7
"738";10
"739";0
"740";0
"741";5
"742";5
"743";7
"744";7
"745";11
"746";11
"747";0
"748";7
"749";7
"750";0
"751";9
"752";5
"753";0
"754";0
"755";7
"756";11
"757";0
"758";7
"759";1
"760";0
"761";7
"762";7
"763";1
"764";0
"765";10
"766";0
"767";0
"768";4
"769";9
"770";7
"771";0
"772";7
