the;28;44;48;38;38;20;39;20;26;33;27;24
u;6;9;2;8;14;3;8;2;4;5;1;7
to;17;35;5;23;19;14;28;10;20;26;18;22
a;19;30;27;19;18;13;28;12;21;21;24;13
and;9;23;21;23;18;8;22;12;17;17;12;19
of;8;22;32;17;18;11;16;7;11;16;20;20
it;7;9;22;13;14;8;22;9;16;17;11;8
in;12;12;28;14;16;7;13;8;9;19;13;14
is;14;19;3;14;12;7;16;9;14;16;19;18
that;13;13;6;23;16;10;19;7;19;15;8;8
on;9;14;16;9;6;7;6;7;9;11;4;6
they;9;8;0;6;13;2;14;2;17;10;11;1
for;15;8;7;4;6;7;9;6;9;10;10;6
i;5;1;0;10;5;3;7;6;14;15;6;3
you;9;9;0;10;3;4;9;5;13;7;6;4
over;4;16;33;8;11;2;5;0;2;10;4;8
this;6;10;4;9;2;2;8;3;11;9;6;6
s;0;10;32;14;17;8;3;2;2;6;1;5
not;5;7;1;7;9;6;9;3;7;8;11;1
with;3;7;16;6;3;6;3;4;8;6;2;10
have;4;11;7;5;9;3;8;1;5;7;8;7
we;4;7;0;7;4;4;13;2;5;7;7;8
was;0;8;1;7;11;8;7;3;6;11;3;4
are;2;4;2;10;4;3;8;0;3;7;16;2
it_s;6;3;0;6;3;5;19;3;8;2;5;2
our;2;23;0;7;2;2;5;0;3;4;4;7
us;3;5;2;4;7;3;9;2;2;6;4;10
at;1;0;4;14;3;6;8;0;6;3;3;3
just;6;3;9;5;4;3;7;1;4;5;3;3
so;3;7;0;4;4;0;13;2;1;5;7;3
be;6;4;0;4;1;0;13;4;4;9;4;3
about;3;6;0;6;6;2;8;2;5;6;2;2
from;2;6;3;5;5;1;5;7;6;3;4;4
has;3;7;14;5;11;1;4;1;1;6;2;5
but;6;3;0;5;6;2;7;2;4;6;4;3
or;4;8;8;1;3;2;4;2;7;2;6;3
all;5;6;0;6;2;0;6;3;8;4;6;1
as;1;3;5;3;4;1;6;5;3;3;3;1
were;1;2;16;3;4;1;3;1;3;4;2;0
if;5;1;0;5;1;2;9;2;9;9;5;0
there;2;4;0;4;2;2;6;3;2;5;7;0
said;0;1;31;0;5;6;1;4;0;1;1;2
one;3;1;14;3;2;2;3;1;2;4;4;3
no;3;3;0;2;1;3;10;2;2;4;1;4
do;3;5;0;7;3;1;3;0;4;6;2;0
more;2;2;9;2;2;2;5;0;5;0;1;2
their;3;4;0;2;4;1;2;3;2;2;5;1
been;1;4;6;5;3;0;7;1;2;2;4;1
had;2;3;13;3;3;2;0;0;3;2;1;1
when;3;7;0;4;3;0;3;0;0;5;1;5
he;6;5;0;4;1;2;0;0;1;3;0;4
would;4;2;0;0;3;1;7;1;6;4;3;0
an;3;2;6;5;0;2;3;0;3;3;1;1
how;2;1;0;2;3;1;3;3;6;3;3;1
can;5;2;0;3;2;1;3;1;4;2;10;1
why;0;3;0;2;2;1;11;3;6;1;2;0
don_t;3;2;0;3;1;2;5;1;3;5;2;4
by;0;3;0;2;4;4;0;4;0;3;3;4
now;3;4;0;1;3;2;2;1;3;0;1;10
his;2;7;0;11;0;0;0;1;0;2;0;5
those;1;2;4;3;4;0;1;0;0;3;5;1
com;1;1;0;2;2;9;2;3;1;2;0;3
think;1;3;0;2;2;1;1;2;2;6;4;1
out;3;1;0;3;2;1;3;0;4;5;2;4
them;1;3;2;3;2;1;1;0;2;3;5;2
because;1;0;0;3;1;1;2;2;3;1;6;2
take;0;0;0;2;2;2;3;0;0;3;4;0
also;0;2;6;3;4;3;2;1;1;0;3;1
who;1;7;0;3;0;0;1;0;1;1;0;4
other;2;3;0;2;1;1;4;3;1;2;4;1
make;3;2;0;1;1;1;4;2;3;4;0;1
could;1;2;0;2;1;1;6;1;3;3;3;1
than;2;1;0;2;0;0;5;1;2;0;5;0
even;2;1;0;3;3;1;4;0;2;3;2;1
its;1;0;4;0;1;2;4;2;1;1;2;1
which;0;3;10;0;4;0;1;2;1;0;2;2
up;2;5;0;4;0;0;1;0;2;1;2;3
didn_t;3;1;0;2;1;2;3;0;1;3;0;0
my;1;0;0;3;1;1;2;2;2;3;1;0
any;1;2;0;1;4;3;6;1;1;2;2;0
off;0;1;0;2;4;0;3;0;0;1;0;12
into;0;1;0;1;1;2;2;5;2;2;1;2
get;0;3;0;2;1;0;4;1;2;1;3;2
your;0;1;0;1;1;2;0;1;3;0;1;0
did;2;6;1;4;4;0;2;0;2;3;0;0
around;0;1;12;0;0;2;2;2;0;2;2;0
before;0;3;3;1;2;1;4;0;1;1;1;1
mean;4;0;0;1;2;0;1;0;3;1;1;1
being;1;2;0;1;1;1;3;2;2;2;1;1
says;1;0;12;1;3;0;1;1;1;1;0;0
go;1;3;0;1;0;2;2;0;2;2;0;2
two;0;1;13;0;1;1;0;0;0;1;0;0
then;0;3;0;2;3;1;2;0;2;4;1;1
some;2;0;0;1;1;1;4;1;0;1;3;0
only;2;2;0;1;5;1;2;0;0;1;2;3
me;1;0;0;1;0;0;1;0;3;3;1;1
across;0;3;13;0;3;0;1;0;0;1;0;1
i_m;2;0;1;3;0;0;1;1;3;1;1;0
during;1;0;0;12;2;1;0;0;0;0;0;0
doesn_t;1;0;0;0;3;0;2;0;3;2;0;1
will;2;2;0;2;1;1;0;2;0;3;0;2
where;1;0;0;3;0;1;5;0;0;1;1;1
see;0;1;0;1;0;1;3;0;2;2;3;2
right;2;2;0;2;2;0;1;1;1;1;1;1
never;1;3;0;7;0;0;1;0;1;1;0;1
want;2;1;0;0;1;1;3;0;1;1;1;1
while;0;2;6;0;3;0;0;0;0;2;1;0
that_s;1;0;0;0;1;0;2;1;4;2;2;1
since;1;2;5;1;0;0;0;1;3;1;0;0
got;1;1;0;1;0;2;3;0;0;2;1;0
3;0;1;2;5;0;0;3;0;1;1;1;1
very;2;1;0;0;2;1;2;0;0;2;1;1
three;1;1;6;6;0;1;1;0;0;0;0;0
there_s;4;2;0;0;0;0;5;1;0;1;0;0
such;0;1;11;0;2;0;0;2;0;0;1;0
does;0;1;0;0;3;1;4;0;1;2;1;1
look;0;0;0;2;1;1;1;0;1;3;1;0
least;0;1;0;9;0;2;2;0;0;0;1;0
every;0;1;1;0;0;0;2;0;1;3;1;0
can_t;1;1;0;0;0;1;4;0;1;1;1;1
after;0;3;0;3;1;1;3;0;1;2;0;1
through;2;2;6;1;1;0;1;0;0;1;0;0
should;2;1;0;1;0;0;3;1;0;2;1;0
say;1;0;0;1;1;1;0;2;0;3;1;0
going;2;0;1;0;1;0;2;0;0;3;0;3
ever;1;1;0;1;0;1;0;1;1;0;1;1
2;0;0;1;1;0;0;2;0;1;2;1;2
way;2;1;0;0;0;1;1;2;0;0;1;2
really;0;1;0;2;0;0;2;1;1;3;1;0
probably;0;0;0;1;0;0;4;0;0;1;1;0
much;1;0;0;1;0;0;0;1;0;2;2;1
last;2;0;4;0;0;0;0;0;0;1;1;1
anything;1;1;0;2;2;0;1;0;0;2;0;0
2023;0;0;0;0;1;2;1;2;0;3;0;1
used;3;1;0;0;0;0;1;2;3;0;0;0
until;2;0;1;3;0;1;1;2;0;2;0;0
under;1;2;0;5;0;1;2;0;0;0;0;1
too;1;0;0;1;1;1;1;0;1;1;2;0
though;1;0;0;0;0;0;0;2;0;1;2;0
they_re;2;0;0;0;1;0;3;0;0;2;3;0
these;1;0;0;1;0;0;0;0;2;0;3;0
second;0;0;9;0;0;0;0;1;0;0;1;0
nothing;1;2;0;2;0;0;1;0;1;2;1;0
most;2;1;0;0;1;0;0;0;0;1;2;1
maybe;1;2;0;1;0;0;1;0;3;0;1;1
getting;1;2;0;1;0;1;1;0;1;0;1;2
first;0;0;3;1;0;1;1;1;1;0;0;2
000;0;3;0;1;2;0;2;0;0;0;1;1
something;2;1;0;1;0;1;2;0;1;0;2;0
six;0;0;12;0;0;0;0;0;0;0;0;0
same;0;3;0;1;0;0;0;0;0;1;1;0
either;0;0;6;0;1;0;0;2;0;0;0;1
eight;0;0;12;0;0;0;0;0;0;0;0;0
course;0;0;0;0;3;0;0;2;1;0;2;0
come;2;2;0;0;1;1;2;0;0;1;0;0
another;1;0;2;0;2;0;0;2;0;0;0;1
someone;0;0;0;0;2;0;2;0;3;0;1;0
seen;0;1;4;1;0;0;0;1;3;0;0;0
own;2;1;1;2;0;0;1;1;0;0;0;0
little;0;2;0;0;0;0;1;0;3;2;0;0
isn_t;1;0;0;1;1;2;2;0;0;0;1;0
he_s;1;1;0;0;0;0;0;2;0;3;0;1
etc;1;3;0;1;1;1;0;0;0;0;1;0
actually;1;0;0;0;1;0;1;0;0;0;4;0
4;0;0;0;3;2;0;2;0;1;1;1;0
yes;0;0;0;0;0;1;1;0;0;2;1;0
we_re;1;0;0;1;1;0;0;0;2;1;1;1
took;1;1;0;2;0;1;0;0;1;1;0;1
new;0;0;5;0;0;0;0;0;0;1;1;0
near;0;2;3;1;0;0;1;0;0;0;0;0
here;1;0;0;1;1;1;0;0;0;0;1;0
f;2;1;0;1;0;0;1;0;0;0;0;0
everyone;1;0;0;2;0;0;1;0;1;0;0;1
couldn_t;0;1;0;0;0;0;1;0;3;2;0;0
already;1;0;0;0;2;0;2;0;1;0;0;1
1;0;0;0;2;1;0;1;0;1;0;2;1
wasn_t;0;0;0;1;1;2;0;0;1;2;1;0
use;1;0;0;2;0;0;1;0;1;0;2;0
still;1;0;0;2;0;0;0;0;1;1;1;0
likely;0;0;0;0;1;0;2;0;1;1;1;0
again;0;1;1;2;0;1;1;0;1;0;0;2
above;0;0;4;1;2;0;1;1;0;0;0;0
