"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"mass";"chi.distance";"inertie"
"remember";-0,412656155073173;1,02632540384432;-0,0706042612788139;0,608060292241603;-0,149788478899555;0,209440770656027;-0,802941585070286;-1,3721410398284;-1,02211826194944;-0,740997784936663;2,64364668991243;-0,115454559830012;0,287149352521337;-0,0197539375285053;0,170125496803542;-0,0419084089413102;0,0585981614214924;-0,224650150334154;-0,383903009395297;-0,285972261837858;-0,207319270639999;0,73964985418862;0,0353232456506359;0,159567951130004;0,000697878392758586;0,0457006539745847;0,0024522242058891;0,00450000443237801;0,0621246566556823;0,157034079821644;0,0787416093267624;0,0368996724963985;0,416958023913263;0,000567026355279166;0,0035074924772569;1,65992481522648e-05;0,00123117525577838;7,47108042823478e-05;0,000146065969325255;0,00214681436515357;0,00626937284722203;0,00347879539283424;0,00182835452164343;0,0232719844198458;0,00332986472424558;1,68835920135997;0,00949196850885953
"reason";-0,547257242406725;-0,290694338653888;-0,566085824779288;-0,707472225920544;-0,0684094743320144;3,14668990795557;0,142211379645898;2,47683867173494;-0,160299947498283;-2,12593800662691;-0,973452466745536;-0,114713169197594;-0,0609338100454096;-0,118659917066943;-0,148296586807536;-0,0143396322527506;0,659592498467833;0,0298095973721602;0,519181824577316;-0,0336012273110667;-0,445627882758178;-0,204049958356884;0,0299576074833089;0,00617289376107712;0,0216332928327086;0,0298323908742559;0,000246647094724207;0,489822268576831;0,000939734005592728;0,246735698709617;0,000933918320791692;0,146463709090272;0,0272618392508204;0,000810276037828506;0,000228624678632774;0,000866990862270261;0,00135415616146443;1,26614215023877e-05;0,0267890834336697;5,47165441228443e-05;0,0165976040531576;6,95211136697981e-05;0,012227879563844;0,0025637723548738;0,00270551508844953;2,43133486102996;0,015993352691774
"world";-0,720288213034962;-1,28438696037373;2,60916966275224;1,15364817679032;1,25998042152577;-0,371012184367561;-0,977561329186117;1,166047865401;0,551010059258078;-0,655883230512518;-0,336296483243658;-0,184783340354195;-0,329497704599684;0,669358566625308;0,295957867757715;0,323236430719044;-0,0951797759547907;-0,250784400659531;0,299138894240406;0,14135658126274;-0,168260832293421;-0,0862737809651139;0,0558561034737248;0,129700413256004;0,494648434653235;0,0853787846417087;0,0900544173576442;0,00732893559439737;0,0477923294657822;0,0588576930484035;0,0118766817484732;0,0150043027815152;0,00350190397911245;0,00140366210777987;0,00446315259765135;0,0184185145218202;0,00360078116660795;0,00429514227141883;0,000372414262713726;0,00258546097401908;0,00367860127310741;0,000821427078095044;0,00116386608884037;0,000305981107252169;0,00270551508844953;2,34356936569734;0,0148595475200531
"montana";-0,531511221450359;0,348733566002755;-0,856133970333882;-0,870123827291936;1,22750084286314;-0,00214427623192313;-1,27772856868054;-2,14364885237107;1,1355577332967;-1,79093196989457;0,149838821615486;-0,141306582690745;0,0927136558790586;-0,227610181668835;-0,231329498965054;0,326341086236501;-0,000570073282462849;-0,339694535806609;-0,569906488504465;0,301897262493058;-0,476133835531902;0,0398358698413104;0,0453373554346777;0,0142531341763037;0,0793868821288627;0,0724000074586753;0,127407300188328;3,64921382457947e-07;0,121708433041842;0,296517997543062;0,0751913341141326;0,166760900371173;0,00103629062156174;0,000587937936582004;0,000253101144759622;0,00152542221677348;0,00157568256986715;0,00313581335947913;9,56903342099989e-09;0,00339769052075423;0,00956343476019109;0,00268364488168561;0,00667520774358052;4,67256450845314e-05;0,00208116545265349;1,91951348969369;0,00766812078484092
"information";-0,755455779670675;-1,41834852328805;-1,99639129035418;0,164950192427275;0,309285636052778;-0,409301435981737;0,0955209249045675;0,0816251748904577;0,662971897074229;0,6930681805528;-0,228470094215455;-0,269698006144747;-0,506350972542547;-0,712712464425087;0,0588872826285365;0,1104150919449;-0,146120771284029;0,0341010072132803;0,0291402190724774;0,236681224212574;0,247425609079252;-0,0815639121861926;0,109407969858687;0,281636117707504;0,515651368394544;0,00310800491084721;0,0096620609292568;0,0158826856320886;0,000812531213965078;0,000513560451370797;0,0306153441702508;0,0298323543646311;0,00287800236685458;0,0016628487181123;0,00586138927558534;0,011612506676135;7,92757385525767e-05;0,000278711022967741;0,000488113905713625;2,65846949687277e-05;1,94125636758729e-05;0,00128063357093503;0,00139954402508361;0,000152087445434227;0,00291363163371488;1,75627043668523;0,00898705553690809
"american";-0,477728460640845;-0,291258816111117;0,803122896880037;0,10761175536816;-0,0945655063838252;0,843656560310568;-0,397460826620771;-1,24844297227481;0,235515806461424;0,878061529815721;2,50998798769145;-0,147196093701418;-0,0897416911903168;0,247455537868369;0,0331569737446607;-0,0291372071907191;0,259944634524613;-0,122464299069462;-0,384666068421649;0,0725663417028935;0,270545378529443;0,773369094506229;0,0589568999952284;0,0160037638216573;0,1124528336507;0,00178253071158927;0,0012171870457591;0,0909306563063686;0,0189571577961837;0,161890843799359;0,00520631658817481;0,0645248576002845;0,468076952684698;0,000617464779892097;0,000229513438816201;0,00174507451350859;3,13306490352583e-05;2,41944339165829e-05;0,00192566765719371;0,000427404040182073;0,00421684247976916;0,000150068685996103;0,0020859306247347;0,0170448524617316;0,00270551508844953;1,51293621155208;0,00619285905159878
"strait";3,09589957628733;-0,411089115901321;-0,113330723401959;0,108626678392408;0,253872159699819;-0,165524077933578;-0,0400904388831148;0,129773743421889;-0,0880617699342799;-0,0263806857849304;-0,125575994809829;0,983308489811659;-0,130568646616017;-0,035995696802053;0,0345016149430108;0,0806339623777529;-0,0525731623683739;-0,0127333810230747;0,0412182696876793;-0,0279698626749584;-0,00837893854763986;-0,0398849958696431;0,979387751296084;0,0126108528972587;0,000885748119508912;0,000718454250445523;0,0034700081987764;0,00138455379209326;7,62912468229427e-05;0,000691937809816059;0,000287921305533982;2,30386934538977e-05;0,000463442390206844;0,0359048273374004;0,000633069032637988;4,81143291576699e-05;4,42030373890152e-05;0,000241440025488389;0,000102636413478398;6,02089057588631e-06;6,30888742291665e-05;2,90505215049417e-05;2,60706149525455e-06;5,90734544234358e-05;0,00374609781477627;2,40556088342029;0,021677630998783
"president";-0,483611990053929;0,893607415034413;0,444640832903608;0,877245572798344;-0,573989077612891;-0,982619816687333;-0,637154010608377;1,0777661612686;1,23077833167719;-0,541264929658815;-0,402596720390119;-0,185020577709437;0,341876883897495;0,170110968025951;0,335617160058616;-0,219597100408948;-0,375931304209305;-0,24376277999125;0,412332452244124;0,470871944125654;-0,207077475411981;-0,15402570515714;0,0686335287071666;0,171130453283577;0,0391556892496109;0,134564269853353;0,0509411649616274;0,14012634228315;0,0553405159383081;0,137057799787033;0,16151763112264;0,0278526634346377;0,0136799413788965;0,000730116202676135;0,00249282272280277;0,000617186691837298;0,00240237188863984;0,00102850196010062;0,00301417805664926;0,00126732122757858;0,00362615993249421;0,00472887190965478;0,000914571459142233;0,000505985804169239;0,00312174817898023;1,41950104987007;0,00629027023074577
"defence";2,46683505300869;-0,327235056180362;-0,291879669022108;-0,245220964312507;0,734258025213543;-0,372183295457387;-0,291954042102322;-0,13313277077837;0,11077116411509;-0,122730486951659;-0,192582194679875;0,920440163645723;-0,122099890016525;-0,108907877724495;-0,0914983043742128;0,273970720523631;-0,138871244333577;-0,108935628250433;-0,0496752910870121;0,0413315954388466;-0,0457939290899588;-0,0718574136402838;0,911501584610581;0,0117135467641628;0,00861229454746728;0,00536707393459888;0,0425494564824908;0,0102611845860774;0,00593086916317837;0,00106747965478724;0,000667803498331044;0,000730948645851668;0,00159775811247362;0,0227960360494366;0,000401142575625508;0,000319144087698689;0,000225265303660855;0,00201965187442848;0,000518910988036496;0,000319306748927768;6,6397091319931e-05;4,5965559706435e-05;5,64266188747234e-05;0,000138934907541917;0,00374609781477627;1,98686435976474;0,0147882080569948
"tell";-0,430212730965229;0,942370058735638;0,56625391304762;-0,235088602910743;-2,04555819698889;-1,566142748883;-2,3265290949881;2,26753087878019;1,60470509419489;-1,15324911985037;-0,205594251420786;-0,0905201018071535;0,19828198357909;0,119144223702465;-0,0494644689417659;-0,430401340816799;-0,329528604965626;-0,48951980119958;0,477106118030328;0,337642422089828;-0,242652576792997;-0,0432586281856899;0,0176925738150228;0,0619953366435914;0,0206862091324769;0,00314798627674386;0,210750001780778;0,115956134275663;0,240355258991408;0,197625680839364;0,0894402505156252;0,0411884556998219;0,00116211202950344;0,000616301332393959;0,00295712408774663;0,00106769945986844;0,00018403047231975;0,0139331807276368;0,00816750255110526;0,0180236840951547;0,0171211530862739;0,00857466285730712;0,00442866524848498;0,000140750039433169;0,00332986472424558;2,48710758731844;0,0205975580466912
"big";-0,666100547456195;-0,189662250136531;-0,611464081875045;-0,652159336077852;1,80822787212152;-0,137753365871294;-0,842215275317843;0,201224458216553;-1,11003971317952;0,364011406096671;0,06152037118951;-0,257609823560533;-0,0733505759458614;-0,236479544787932;-0,252218155565197;0,699319742152136;-0,0532751705617044;-0,325720988074827;0,0778221807130987;-0,429300254667882;0,14077891762242;0,0237925821079593;0,125146094337718;0,007409537164245;0,0711727259517391;0,0714809525091265;0,485918511884198;0,0026469680409219;0,0929385943514534;0,0045921039634955;0,126279483350644;0,0121080010177532;0,000307027428704892;0,00129274904276799;0,000104808484448685;0,00108937284660272;0,00123920191360439;0,00952666649848903;5,52890441881762e-05;0,00206671633292444;0,00011797668182802;0,00359014241575429;0,000386068731063195;1,10273850152198e-05;0,00291363163371488;1,44789798234697;0,00610816231883078
"track";-0,503982724710565;-0,2577600153781;-1,01084164134675;-1,07295094205265;-0,343636836842543;3,51014017451836;-0,016394337632097;1,53796530086395;-0,277292508560708;-1,82758427825291;-0,335570364287192;-0,110431742129966;-0,056479887412803;-0,221493709998777;-0,235102982585185;-0,075297054228092;0,769135281006031;-0,00359229627725647;0,336996050028067;-0,0607598104032903;-0,400456812984438;-0,0735295440070967;0,0255860298285324;0,00488758432925075;0,0694659258593106;0,0690997557895022;0,00626744359336164;0,613800251000399;1,25768390728679e-05;0,0958025645586395;0,0028142710232932;0,109001173486763;0,00326242369187434;0,000687197009050346;0,000179755032645231;0,00276449754639909;0,00311465315560284;0,000319484200469705;0,033334878789174;7,27172941339751e-07;0,00639945566422475;0,00020803012673269;0,00903659434412569;0,000304661207500917;0,00270551508844953;2,42281928412923;0,0158815177286431
"ly";1,32897750857562;-0,599088600495529;0,453158751737691;-1,12800571439108;-0,822690842509613;-0,310601511761763;1,01945118243463;-0,454177951295699;0,0846974286872723;0,771530594078444;0,0659446559897928;0,53250891243534;-0,240049223590101;0,181576492070982;-0,451981385926566;-0,329644559812639;-0,124455133485517;0,40848459581609;-0,181984875843233;0,0339374709844932;0,309145124663279;0,0264234095877846;0,431640576380562;0,0640561271520207;0,0338705090404936;0,185291194605074;0,087152477010103;0,0116600569657372;0,117986419553904;0,0202698975985342;0,000637008896207022;0,047130066344097;0,000305666453265867;0,00147028613386045;0,00029877806555146;0,000170949306369584;0,001059227381227;0,000563429945764143;8,03107588834068e-05;0,000865166046507692;0,000171719135436552;5,97182470446249e-06;0,000495533367408148;3,62014372829313e-06;0,000832466181061394;1,55547602526995;0,00201415664115679
"good";-0,586341369898756;-0,209940123280956;-1,00359497032701;0,287208513000604;-0,825418803736841;0,993394198359116;-0,556961975518291;1,66022701757737;-0,438261349937193;-0,424519627837398;-1,18464859811405;-0,207459235507375;-0,0742809900753067;-0,355091856027555;0,101620082766126;-0,292049585425339;0,351482620072722;-0,197064221594416;0,587421330844798;-0,155065580015443;-0,150203485495538;-0,419152229616784;0,0920206888165752;0,00861522977845965;0,181942993462646;0,0131560102203448;0,0960843217086899;0,130627370253027;0,0385698234094358;0,296641438390838;0,0186796525346082;0,0156273270053719;0,108035144420003;0,000357748389234911;4,58635331563196e-05;0,0010480779026698;8,58363474922145e-05;0,000708965870512339;0,00102688036767279;0,000322795673437292;0,00286821409978547;0,0001998678572828;0,000187530608136527;0,00146034578669466;0,00104058272632674;1,48632786533606;0,00229882468602959
"float";-0,448336541813722;0,871863415259754;-0,213512924392959;0,0245373899712626;0,276595823557183;0,156011057665711;0,0915759526242882;-1,6804346352741;0,517785385509017;-1,3924276997501;-0,290512953877004;-0,179596485162858;0,349254611924529;-0,0855298803052971;0,00982928800780218;0,110799885997773;0,0624955474072045;0,0366838695552858;-0,673155377476571;0,207416586945866;-0,557784381587222;-0,116374866968277;0,0736626893764326;0,203435981368822;0,0112751313949051;0,000131474402523835;0,0147723619060847;0,00441119846641756;0,00142762563673105;0,416097400675584;0,0356990711302984;0,230191534963402;0,00889553067879671;0,000543823831723483;0,00205658597154823;0,000123338396561256;1,62894601161782e-06;0,000206986107163494;6,58507495279208e-05;2,26888691545466e-05;0,00763999736203417;0,000725353209325155;0,00524560118364361;0,000228339457401551;0,00270551508844953;1,27024406612917;0,00436540267179451
"equipment";-0,451290358542919;-0,492076415659992;0,62535381039893;-1,89239554581485;-1,55866507667468;-0,246289463108535;1,53067384354099;-1,04047633310405;-0,4472832980445;-0,121499580743832;0,433255665832409;-0,137730610283806;-0,150178225065433;0,190853538789611;-0,57754567207012;-0,475693504580031;-0,0751657938581541;0,467150779150338;-0,317545982606339;-0,136507683896295;-0,0370808085931735;0,132226550234043;0,0354599768295567;0,0307881080669048;0,0459527933570295;0,371531252296756;0,222869866779189;0,00522305430285472;0,189497642536925;0,0757884819633892;0,0126563869479212;0,000832684807173403;0,00939975211230067;0,000466242011415559;0,000554324908915012;0,000895263531734667;0,008198287184187;0,00556166597995801;0,000138864411242704;0,00536370167914798;0,00247835608683584;0,000457999133362167;3,37947199438496e-05;0,000429722204315239;0,00228928199791883;1,8428655605129;0,00777475301048281
"coast";-0,39301102659859;1,94628714159182;0,307104903222108;1,12672471303268;1,08614571709574;-0,0654270750702461;3,05036422328244;0,56117823749571;1,70106301717421;0,207446586147454;0,179971678391313;-0,0899760782577773;0,445583640946625;0,0703087011191728;0,257952739474521;0,24866257032674;-0,0149788968458399;0,698351423989714;0,12847633678494;0,389441946398628;0,0474928920724052;0,0412027773349462;0,0156204675691758;0,279762789529704;0,00643712641283001;0,0765006946775746;0,0628608361799684;0,000214094795415401;0,437119427099263;0,0128055624737003;0,10632696271289;0,00140994407980503;0,000942094469676373;0,000514323136826066;0,0126136395838523;0,000314050935552335;0,00422729183420129;0,00392828310098789;1,42541590917715e-05;0,0309834652060154;0,00104864437623739;0,00963534780736014;0,000143297685258632;0,000107853669171234;0,00332986472424558;2,41804591480191;0,019469539383443
"ccp";-0,616515019203406;-0,562986552571798;1,70785817397308;1,27888683245752;1,15506612631361;0,670698015525961;0,0437461998363083;-0,00739799079729195;-0,348419276972425;-0,796257265068639;0,554263561418983;-0,216648212936452;-0,197837889950403;0,600154756680962;0,449410862946825;0,405899295709956;0,235688542789229;0,0153727577140666;-0,00259971198694321;-0,122437266501989;-0,279811047811427;0,19477256244685;0,0788760294895522;0,0480336208404993;0,408503048802368;0,202240034328512;0,145878342855259;0,0461655805459408;0,000184480529348129;4,56665024874594e-06;0,00915335092867097;0,04262547968946;0,0183354653401429;0,00102834131024847;0,000857523446180397;0,00789139106166211;0,00442500934298272;0,00360963804995682;0,0012170376200616;5,17762539053837e-06;1,48073565427391e-07;0,000328438689564585;0,0017153659143121;0,000831156137714696;0,00270551508844953;1,68802145880754;0,00770913918629171
"post";-0,63480377985101;-2,49084502266102;-2,37853438302268;2,09391126070857;-0,7684120756524;-0,930098670897621;0,695623255341433;0,373155975594041;0,261535646732648;0,729469562756875;-0,243236753813511;-0,144171066395543;-0,565698873480801;-0,540191866121732;0,475550759109916;-0,174515010613233;-0,211235851916099;0,157983852200205;0,0847479120963785;0,0593976820660135;0,165670728662694;-0,0552417980121584;0,0319859599339563;0,359637822273509;0,303063215490208;0,207368175164404;0,0246938127303796;0,0339582239812273;0,0178418842822686;0,00444399581468627;0,00197269619198568;0,0136835718579452;0,00135064227942765;0,00125798909130009;0,0193682900944282;0,0176610587238952;0,0136871936557404;0,00184325843290873;0,00270057295818581;0,00151058807504208;0,000434689018069324;0,000213530367883031;0,00166116288133831;0,000184695478894073;0,00312174817898023;2,72939651115176;0,0232557918264955
"north";1,70533310023893;0,28658734613567;0,00969793487456358;0,273662310395018;0,350430347524163;0,00598652807079453;0,830962001897638;-0,174868975853412;0,996923701601956;0,00177616502065139;0,139136861377819;0,768635169068925;0,12917189798236;0,00437109548327257;0,12334626952869;0,157947493881623;0,00269827402938834;0,374534815942384;-0,0788177071102209;0,449337796716828;0,000800560841017755;0,0627123727052947;0,769908486148057;0,0158791133525652;1,68040191653168e-05;0,0118139688549547;0,0171294527672165;4,69220793658663e-06;0,0849170983018616;0,00325505742949702;0,095601025297652;2,70577720758314e-07;0,00147403104337469;0,00605236416809682;0,000170930919802469;1,95733487682157e-07;0,000155860687056689;0,000255570090459742;7,45858862485137e-08;0,00143704026763315;6,36402886909909e-05;0,00206838057609937;6,56558206157245e-09;4,02894197587314e-05;0,00208116545265349;1,49450196685392;0,00464835822878302
"lol";-0,753815162012131;-1,64530846557199;-1,7375791563498;1,18282452403004;-0,42905804223804;0,582446550557143;0,274819766778047;0,875482557128386;-0,645088805888045;-0,564668577422434;0,603374977597371;-0,236517127035252;-0,516232162703041;-0,545183024654495;0,371123151017122;-0,134621297893021;0,182748492908599;0,0862274798471031;0,27469150213;-0,202403133739019;-0,177170474128627;0,189314998447847;0,0890143662491585;0,309682451263163;0,319193134878715;0,130591884230693;0,0151943409625368;0,026281434270118;0,00549589533407637;0,0482767273446694;0,0236857653683137;0,0161816332603228;0,0164023668382333;0,00153737458485575;0,00732393742132717;0,00816844062841969;0,0037852154236024;0,000498060446809327;0,000917829718070114;0,000204336473414198;0,00207369535938996;0,00112587187872359;0,000862655115560372;0,000984973512315954;0,00270551508844953;1,94286058988042;0,010212527478093
"happen";-0,413975949052885;0,9978582413578;0,274460084370424;0,146724385569337;-1,04015309988165;-0,822276035600318;-1,15769419436572;-0,195233849026843;0,805906293875881;-1,30561422491047;0,647806973227987;-0,154557435977914;0,372549206316305;0,102469351216236;0,0547793775964856;-0,38833994223575;-0,306995795333592;-0,432223772267561;-0,0728903289930815;0,300884171423221;-0,487449542515993;0,241857975130676;0,0502057253376386;0,213025839846196;0,0148934526273626;0,00375796563291585;0,167000190811955;0,0979591102492944;0,182390783232054;0,0044897867813072;0,0691337578423386;0,161784725511711;0,0353586621272249;0,000499326786580504;0,0029011644074588;0,000219479028257375;6,27247938584374e-05;0,00315231188276958;0,00197001671219897;0,00390501183503708;0,000111056728674653;0,00189235990907858;0,00496665953382723;0,00122271680413721;0,00291363163371488;1,42070958345621;0,00588091989330709
"gt";-0,788168703360198;-1,96631638815239;-1,64860546396341;0,878994525572901;-0,222386287076372;-0,0730565898024219;0,434827238856323;0,495299023611301;0,520987341268399;0,848158155526371;-0,15402907898788;-0,255960250539172;-0,638567394524869;-0,535389778606163;0,285456220259712;-0,0722206419943709;-0,0237253559417464;0,14121150525823;0,160849906415807;0,169192267886655;0,275442012680575;-0,0500214249563244;0,0987126402524766;0,448675916007515;0,291475358064504;0,0731563311246743;0,00414066229160292;0,000419430229829086;0,0139566128776354;0,0156740706182763;0,0156713634439066;0,0370333352184849;0,00108427987109357;0,00155140871164994;0,00965594207279916;0,00678767944010828;0,00192956847280865;0,000123510494933481;1,33292786186706e-05;0,000472194949389586;0,000612664614668824;0,00067786341667908;0,00179655922610421;5,92506734830915e-05;0,00249739854318418;1,92903285409941;0,00929323892327551
"entire";-0,443146559664213;1,31796964151256;0,240044500118249;0,991948617067335;-0,00904450382779638;0,485601969158258;-0,82472761108995;-0,927760377076966;-3,0259831188661;1,86060486837005;-0,655856982072663;-0,105034672189454;0,312385386353486;0,0568953878371666;0,235111828243452;-0,00214372982019467;0,115097460496453;-0,195477077249709;-0,2198979207928;-0,717219028354308;0,441000879193177;-0,155451332325281;0,0263912796046201;0,170477889960473;0,00522616578082927;0,0787932866902125;5,7923471805003e-06;0,0156723132054391;0,0424618493868542;0,0465103689092814;0,447112415633246;0,150722724149909;0,0166259143319548;0,000367827234147774;0,00325356832123594;0,000107927629205656;0,00184300905933739;1,53221112470179e-07;0,000441682300115171;0,00127400222527518;0,00161220683776607;0,0171507106183067;0,00648421525199189;0,000805688954922195;0,00187304890738814;2,09760630904903;0,00824132571277019
"election";2,59292333749513;-0,176329033588044;0,0215782301254198;0,0921179964815897;-0,128211452954035;-0,471652877773991;-0,483551467626668;0,640116923749605;0,199518677026046;-0,105591911588302;-0,0999543160823047;0,934017878895828;-0,0635169067893682;0,00777286873106734;0,0331825682763863;-0,046184084043906;-0,169897896364012;-0,17418398361362;0,230581692377957;0,0718702357378582;-0,0380361161720797;-0,036005352315532;0,938435061786689;0,00316930540312178;4,38622081529094e-05;0,000705763216783784;0,00120892100372175;0,0153559394049968;0,0151608110953787;0,0229961932893324;0,00201887778538406;0,000504186162208046;0,00040107864423141;0,0195890780598911;9,05904252248301e-05;1,35664520600168e-06;2,47242775985329e-05;4,78947915421827e-05;0,000648156112294448;0,000681271239503573;0,00119385961810389;0,000115984981217717;3,2485978168617e-05;2,91097011964074e-05;0,00291363163371488;2,0582322857324;0,0123430763763657
"call";-0,470762822613446;0,0405251444694777;1,11229561212411;-1,67092859990961;-2,3019242191367;-2,2586633417734;0,690170986741219;0,586834243689814;-1,07327447100378;-1,21969406820419;-0,890117296734536;-0,108270070395589;0,0093203201989138;0,255815282007239;-0,384294486412253;-0,529416269253467;-0,5194667617467;0,15873144124812;0,134965171043275;-0,246840865394304;-0,280515699800672;-0,204716808015475;0,0232683714447985;0,000125922222253406;0,0876669905243992;0,174671736168531;0,293131927220376;0,26489344928632;0,0232320332978498;0,0145380121569909;0,0439441749033721;0,0506020650194373;0,0239253177556684;0,00064571215237663;4,78502032878429e-06;0,00360474951144801;0,00813486647324503;0,0154389118728561;0,0148640668638072;0,00138786761147781;0,00100338023182892;0,0033562649867884;0,00433447464727884;0,0023084959890206;0,00291363163371488;2,37315435522039;0,0164091700961127
"believe";-0,560736333316068;-0,732418026121091;-0,596362999248044;0,179623957760599;-0,421824280920635;1,24967028786458;-0,21316190712762;-1,0076472769614;1,40735096022752;-0,867058182436773;-0,350170571947646;-0,213558083236371;-0,278943561336913;-0,227126603834174;0,0684103130892751;-0,160653019152932;0,475940607906663;-0,0811833398345606;-0,383765431738003;0,535993756155703;-0,330221661222792;-0,133363493156723;0,0964691421543012;0,120193403983394;0,0736421366521338;0,00589854265464924;0,0287642846892618;0,236956403861629;0,00647593332425073;0,125256580715446;0,220797368675187;0,0747260883353304;0,0108201149544161;0,000785245125079913;0,00133969489695013;0,000888196862115604;8,05779801080074e-05;0,000444376417833616;0,00390012693870101;0,000113476791634424;0,00253574118984656;0,00494643927222474;0,0018775189803885;0,000306229584494839;0,00249739854318418;1,38826160191742;0,00481316197800207
"back";-0,559904589544038;-0,513857738916278;1,63477517177909;0,407772374622973;0,345684623122383;0,113203347327277;0,70130334590035;-0,765916118940636;0,467338840121059;-0,174123331838151;-0,44680985346543;-0,24852902617488;-0,228089867149131;0,725639848367725;0,181000965269092;0,153441611932847;0,0502484140983665;0,311292746772689;-0,339972900252478;0,207441176582549;-0,0772894219911683;-0,19832882216153;0,101477777933026;0,0624194965250776;0,583838780481196;0,0320718250860686;0,0203808561672545;0,00205148323255612;0,0739548854028775;0,0763515348927834;0,0256876686706824;0,00317952011386899;0,0185861714946099;0,000456701778511413;0,000384671889887418;0,00389332550173933;0,00024223687128816;0,000174086370581238;1,86690915551925e-05;0,000716500453859975;0,000854608222429055;0,000318176720166468;4,41691036072697e-05;0,000290837318642371;0,00145681581685744;1,35156014104718;0,00266118703518676
"www";-0,588730984604974;-1,33719903278023;2,08298694480093;-1,377276651482;-1,17280318780112;-1,39572163256673;1,52854048701793;-0,331808288168036;-1,08289168585343;-1,16788366217072;-0,616947166089757;-0,142546530630102;-0,32376940889674;0,50434335901039;-0,333473205114783;-0,283965053487284;-0,337939197443911;0,370097971823668;-0,0803391048704571;-0,262195224819299;-0,282773913001566;-0,149378375536284;0,0364612343368288;0,1373666327074;0,308038255428616;0,118900897009422;0,0762372572006409;0,101344863103063;0,11417305617375;0,00465676690432299;0,0448214253776482;0,046483785868988;0,0115158258893188;0,000865608754798608;0,00446560146497824;0,0108357992396531;0,00473729275683863;0,0034350900744636;0,00486502945002639;0,00583501191372241;0,000274955438327581;0,00292858539843618;0,00340633235804025;0,000950569337971735;0,00249739854318418;2,3708715876815;0,0140379573409584
"worry";-0,470308581467864;0,465710307853844;-0,453204910123237;-0,248076976178992;-0,11595523518916;2,24196775572478;0,196220641617485;0,557475006000293;-0,33347069462176;-0,342119223018691;-1,27571242610409;-0,166802842939258;0,165171987918418;-0,160736738433832;-0,08798466905554;-0,0411254730306549;0,795151545536054;0,0695929484488861;0,197717880414186;-0,118270986521728;-0,12133833247435;-0,452452852939578;0,0591895370137184;0,0423840449788908;0,0370938855712658;0,00981289690103937;0,0018957421477801;0,665187992688186;0,0047860879179385;0,0334381619942346;0,0108121616242429;0,0101470274635815;0,12525246169912;0,000506366655530792;0,000496513423362029;0,000470206367566685;0,000140887418774451;3,0780807959523e-05;0,0115068914869523;8,81431721466293e-05;0,000711459355976128;0,000254574348779753;0,000267950299760258;0,00372567411764419;0,00228928199791883;1,48650801162655;0,0050586403236065
"sub";-0,425202631512043;1,70505183970717;0,238845147533293;0,879717282807123;0,782255775605274;-0,00360342607298139;2,46003021289237;0,691812094886145;-0,0353284218942247;-0,240138376449263;-0,000632820620090787;-0,127508917391686;0,511307546250701;0,0716244066456704;0,263807864835181;0,234581302369003;-0,0010805882264485;0,737708955566192;0,207459231716698;-0,010594216721732;-0,0720122175546213;-0,000189768985869097;0,0294040408991548;0,345288306102629;0,00626155145968103;0,0749974607356668;0,052436306650754;1,04436643184299e-06;0,457202046120599;0,0312970851112023;7,37533329824905e-05;0,00303838648916842;1,87317320523651e-08;0,000489149763159618;0,0078654782703755;0,00015434153142614;0,00209380488443374;0,00165556988139054;3,51302462070232e-08;0,0163730972795968;0,00129487027475543;3,37674633006708e-06;0,000156017423094265;1,08345581347703e-09;0,00270551508844953;1,90677415641206;0,00983667843627308
"stuff";-0,67372924409866;-0,894892558731537;-1,46758068424134;0,813967104035524;-0,822096205211181;-0,379943584924335;0,779010269660964;0,989763301667584;-0,287166403825369;-0,560862424206193;0,310541379377713;-0,255170558490277;-0,338934721923515;-0,555836615535969;0,308284733591055;-0,311363577659627;-0,143901155559374;0,295045060490117;0,374866397253663;-0,108762403125006;-0,212422986347239;0,117615522710705;0,109376357118952;0,140924341689747;0,350260053386743;0,0951286961079081;0,0858059395309459;0,0172027322311557;0,0679283671974144;0,094913461000145;0,0072200126787329;0,024556704921554;0,00668333413670237;0,000944664088145166;0,00166666533126551;0,0044823997185396;0,00137886045047238;0,00140653937694615;0,000300431067065881;0,00126296982359469;0,00203877501212886;0,000171622358971894;0,000654665263031108;0,000200699164007934;0,00208116545265349;1,56650034197287;0,00510702043996068
