"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"classe 1";-1,24732357566539;2,22298985548502;-0,489334669723664;0,872096084732888;0,802369875218214;0,197630124781786;0,207511317427236;0,659110889975231;0,133377792597533;0,148117796086761;0,00292615958887618
"classe 2";1,12738599402771;0,182733685546712;0,987117326598177;0,159998073518615;0,997966847748704;0,00203315225129582;0,551555400634352;0,0144904241643903;0,433954175201258;0,120041108081306;0,00625322222187026
"classe 3";-0,74622706085317;-0,868553943706771;-0,651673064001686;-0,758499978678084;0,904932985731951;0,0950670142680489;0,240933281938411;0,326398685860379;0,43266803220121;0,083440750627438;0,00301239010971514
