"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"classe 1";-2,31366420395781;0,430163211584028;-0,983151892028624;0,182790473495029;0,98366102842746;0,0163389715725414;0,818748019779632;0,0283019356784648;0,152950044541904;1,23773955810531;0,234319347973383
"classe 2";0,612421292312031;0,96925355431628;0,534155809111555;0,845386048851281;0,453799764965397;0,546200235034603;0,16204702848231;0,40589650608906;0,43205646542863;0,482358376538549;0,100526406464989
"classe 3";0,215122565258663;-1,16764662288965;0,181186677236873;-0,983448721587385;0,0659771011466367;0,934022898853363;0,019204951738058;0,565801558232476;0,414993490029466;0,444366212270755;0,0819451667348172
