"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,586844337963508;38,2211213131252;38,2211213131252
"facteur 2";0,351466377167829;22,8909749488825;61,1120962620077
"facteur 3";0,33290021623908;21,6817624826956;82,7938587447032
"facteur 4";0,264181850949616;17,2061412552968;100
