"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,60323648850131;26,3535388458331;26,3535388458331
"facteur 2";0,435512258962114;19,026185340527;45,3797241863601
"facteur 3";0,381263565783285;16,6562275042963;62,0359516906564
"facteur 4";0,314955819345679;13,7594468803913;75,7953985710477
"facteur 5";0,229110365276082;10,0091241600567;85,8045227311044
"facteur 6";0,195263636240989;8,53046511765236;94,3349878487568
"facteur 7";0,129672984619807;5,6650121512432;100
