"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"8";"***";"";""
"**";"classe";"1";"**";"";""
"****";"7";"65";"10.77";"****";""
"0";"22";"0.00";"-4.01";"fly";"0.04513381"
"0";"19";"0.00";"-3.24";"island";"0.07184946"
"1";"30";"3.33";"-3.21";"taiwan";"0.07337841"
"0";"16";"0.00";"-2.56";"ministry";"0.10948936"
"*****";"*";"*";"*";"*";"*"
"2";"49";"4.08";"-9.26";"the";"0.002336152"
"0";"35";"0.00";"-9.15";"s";"0.002484058"
"0";"30";"0.00";"-6.72";"over";"0.009511669"
"0";"18";"0.00";"-3.00";"u";"0.083038612"
"0";"15";"0.00";"-2.35";"it";"0.125006219"
"*";"*";"*";"*";"*";"*"
"0";"20";"0";"-3.49";"*phase_Pic";"0.0618679"
"**";"classe";"2";"**";"";""
"****";"8";"65";"12.31";"****";""
"0";"13";"0";"-2.28";"trump";"0.1309926"
"*****";"*";"*";"*";"*";"*"
"0";"18";"0";"-3.49";"u";"0.06159751"
"0";"12";"0";"-2.07";"with";"0.15066143"
"0";"12";"0";"-2.07";"were";"0.15066143"
"0";"12";"0";"-2.07";"for";"0.15066143"
"*";"*";"*";"*";"*";"*"
"0";"20";"0";"-4.05";"*phase_Pic";"0.04405165"
"**";"classe";"3";"**";"";""
"****";"8";"65";"12.31";"****";""
"0";"13";"0";"-2.28";"trump";"0.1309926"
"*****";"*";"*";"*";"*";"*"
"0";"26";"0.00";"-6.08";"a";"0.01365760"
"0";"17";"0.00";"-3.23";"on";"0.07225681"
"0";"17";"0.00";"-3.23";"that";"0.07225681"
"0";"16";"0.00";"-2.98";"has";"0.08435785"
"0";"15";"0.00";"-2.74";"it";"0.09805837"
"1";"23";"4.35";"-2.09";"and";"0.14830389"
"0";"12";"0.00";"-2.07";"three";"0.15066143"
"*";"*";"*";"*";"*";"*"
"**";"classe";"4";"**";"";""
"****";"7";"65";"10.77";"****";""
"0";"30";"0";"-6.72";"taiwan";"0.009511669"
"0";"22";"0";"-4.01";"fly";"0.045133805"
"0";"19";"0";"-3.24";"island";"0.071849460"
"0";"16";"0";"-2.56";"ministry";"0.109489362"
"*****";"*";"*";"*";"*";"*"
"0";"17";"0";"-2.78";"said";"0.09554498"
"0";"17";"0";"-2.78";"on";"0.09554498"
"*";"*";"*";"*";"*";"*"
"0";"35";"0";"-9.15";"*phase_Après";"0.002484058"
"0";"35";"0";"-9.15";"débunkage";"0.002484058"
"**";"classe";"5";"**";"";""
"****";"9";"65";"13.85";"****";""
"0";"30";"0";"-8.95";"taiwan";"0.002768503"
"0";"19";"0";"-4.31";"island";"0.037781564"
"0";"16";"0";"-3.41";"ministry";"0.064760100"
"0";"13";"0";"-2.61";"day";"0.106084203"
"0";"11";"0";"-2.13";"report";"0.144631605"
"0";"11";"0";"-2.13";"election";"0.144631605"
"*****";"*";"*";"*";"*";"*"
"1";"32";" 3.12";"-6.07";"of";"0.01372361"
"0";"16";" 0.00";"-3.41";"has";"0.06476010"
"1";"23";" 4.35";"-2.69";"and";"0.10085028"
"0";"12";" 0.00";"-2.37";"with";"0.12406570"
"0";"12";" 0.00";"-2.37";"across";"0.12406570"
"5";"49";"10.20";"-2.21";"the";"0.13680653"
"*";"*";"*";"*";"*";"*"
"0";"35";"0";"-12.19";"*phase_Après";"0.0004811082"
"0";"35";"0";"-12.19";"débunkage";"0.0004811082"
"**";"classe";"6";"**";"";""
"****";"8";"65";"12.31";"****";""
"0";"30";"0";"-7.82";"taiwan";"0.00516841"
"0";"19";"0";"-3.77";"island";"0.05223844"
"0";"16";"0";"-2.98";"ministry";"0.08435785"
"0";"13";"0";"-2.28";"detect";"0.13099259"
"0";"13";"0";"-2.28";"day";"0.13099259"
"*****";"*";"*";"*";"*";"*"
"0";"26";"0";"-6.08";"a";"0.01365760"
"0";"17";"0";"-3.23";"in";"0.07225681"
"0";"12";"0";"-2.07";"with";"0.15066143"
"0";"12";"0";"-2.07";"across";"0.15066143"
"0";"12";"0";"-2.07";"three";"0.15066143"
"*";"*";"*";"*";"*";"*"
"0";"35";"0";"-10.64";"*phase_Après";"0.001104719"
"0";"35";"0";"-10.64";"débunkage";"0.001104719"
"**";"classe";"7";"**";"";""
"****";"11";"65";"16.92";"****";""
"10";"64";"15.62";"-4.99";"balloon";"0.02555623"
" 0";"13";" 0.00";"-3.31";"trump";"0.06885173"
" 0";" 9";" 0.00";"-2.13";"administration";"0.14463160"
" 8";"56";"14.29";"-2.00";"chinese";"0.15719941"
"*****";"*";"*";"*";"*";"*"
"0";"18";"0";"-5.07";"u";"0.02433044"
"0";"10";"0";"-2.41";"was";"0.12076222"
"0";"10";"0";"-2.41";"to";"0.12076222"
"0";"10";"0";"-2.41";"down";"0.12076222"
"0";" 9";"0";"-2.13";"at";"0.14463160"
"0";" 9";"0";"-2.13";"during";"0.14463160"
"*";"*";"*";"*";"*";"*"
"0";"20";"0";"-5.88";"*phase_Pic";"0.01527236"
"0";" 9";"0";"-2.13";"*phase_Fin";"0.14463160"
"**";"classe";"8";"**";"";""
"****";"7";"65";"10.77";"****";""
"0";"22";"0";"-4.01";"fly";"0.04513381"
"*****";"*";"*";"*";"*";"*"
"3";"49";"6.12";"-4.47";"the";"0.03443535"
"0";"18";"0.00";"-3.00";"u";"0.08303861"
"0";"17";"0.00";"-2.78";"said";"0.09554498"
"0";"17";"0.00";"-2.78";"that";"0.09554498"
"0";"16";"0.00";"-2.56";"has";"0.10948936"
"0";"15";"0.00";"-2.35";"it";"0.12500622"
"2";"35";"5.71";"-2.02";"s";"0.15559958"
"*";"*";"*";"*";"*";"*"
"0";"20";"0";"-3.49";"*phase_Pic";"0.0618679"
