"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"mass";"chi.distance";"inertie"
"time";-0,227849480829597;-0,628079956101057;-0,0623178354314402;-0,329641566253284;-1,08800124136008;-1,74624493070349;0,124778589754261;-0,103915974614366;-0,286450250122805;-0,0284214762357034;-0,150340586714939;-0,496207886741367;-0,796414998308291;0,0569081339053716;0,0282778430433172;0,155128946041729;0,00133694214816295;0,030902681420068;0,244887213282654;0,537643350667301;0,00182302339676834;0,00064206307667883;0,00487878271871262;4,80293079328982e-05;0,00134389564560676;0,0146399768699778;0,03771307333225;0,000192558083440698;0,0123674911660777;1,05237059619823;0,0136967970003503
"saturday";-0,057160893649656;1,93484010364285;-1,46617765956799;1,29123933199201;1,58263676909953;0,0637965153970146;2,27915749976481;-0,014629148969316;0,495182323101563;-0,375237859799139;0,330466011580014;0,405043161175513;0,0163273991688512;0,583303242124764;0,00046647171932591;0,385860427517264;0,193971621768622;0,124280452554769;0,135814749360338;0,000188085356439176;0,159418191723241;2,30909382531964e-05;0,0264565811071709;0,0151920631054153;0,0117830318903404;0,0177013366989809;2,87632182106115e-05;0,036710663665966;0,00706713780918728;2,0555599717317;0,0298609667659761
"month";1,11889451081338;-1,45373490905825;-0,863031722027241;-0,411406516832934;-0,254129364001199;-0,268034906536124;0,148637753379611;0,531131441334981;-0,690077849256575;-0,409675155260987;-0,195291811827045;-0,120633441386157;-0,127234305701552;0,0705573076159931;0,369372641172652;0,450162856716234;0,138892136582047;0,0260729880622274;0,00723691167156422;0,00686124489374374;0,00140122090153217;0,0132712889716783;0,0224029524998015;0,00789565816139899;0,00179422602925025;0,000684612017466296;0,000761583510125394;0,000234203339891215;0,0106007067137809;1,42988326214461;0,0216738460426996
"military";-1,11732967686785;-0,279341741094138;0,0289298661774886;-0,116112657389152;-0,297092145568614;0,504067920694537;0,500123344041443;-0,803595583254669;-0,200905600208512;0,0208066725208159;-0,083509478509019;-0,213671883009358;0,362531098132106;0,359694115957676;0,842469320015968;0,0380168280613362;0,000356961993028657;0,00475020758983761;0,0226219949530508;0,0555013202968677;0,0362833670899104;0,0176455916156837;0,00110292308575978;1,18295004529667e-05;0,000190560412805238;0,00124754407008569;0,00359129991057687;0,00353531249830665;0,0141342756183746;0,945470730105317;0,0126348395969736
"surveillance";-1,33576447046545;-0,0300956832601812;0,0136287085636138;1,37892713048519;-1,45029023776606;0,610217576226452;0,684097930838525;-0,518748549954114;-0,0116877581312349;0,00529275404567269;0,535510911727066;-0,563225010462807;0,236980013934404;0,265671693996649;0,469817792206384;0,000172183241865471;3,09112662488007e-05;0,261405277446352;0,210347166512656;0,0317375120588713;0,0264891572676206;0,0157620735031613;8,00132642135292e-06;1,64082771300283e-06;0,0167971734203896;0,0185807577187239;0,00328944779448486;0,00413418709344126;0,0088339222614841;1,51359247320436;0,0202381817574284
"spot";-0,45445380641242;0,735194416704706;-1,15361603034894;1,03513058206395;0,270666508498195;0,311361733904589;-0,644164647902793;-0,235164851969943;0,38043885590561;-0,59695823685315;0,535645926309434;0,140060988611096;0,16111942518604;-0,333333953706302;0,0962512004213592;0,181862788313491;0,392000779458606;0,260722779338014;0,0129673979812034;0,0146248327267359;0,0415702217605906;0,00291912738039205;0,00763972905093672;0,0188103172505731;0,0151448102038735;0,0010354821034997;0,00137026331222716;0,00586499072237073;0,0141342756183746;1,13770710331567;0,0182950876739918
"spate";1,02473798090191;1,45667092387895;-0,449969750150064;-0,403905654033806;-0,763199006881344;-2,20517741326392;0,357616010929793;0,339496678334365;0,482596477636064;-0,149075410860089;-0,133814331527224;-0,252848564777754;-0,730577397240758;0,118478528260457;0,227393827241892;0,331733009666027;0,0277113283555537;0,0184448404998512;0,0479055391803028;0,340858277749948;0,00595317730642654;0,00742111610956134;0,0149956903213735;0,00143090301095485;0,00115293128876662;0,00411641501134042;0,0343661302047304;0,000903810680376946;0,00706713780918728;1,66904212950111;0,0196869373148382
"official";-1,44954341211701;0,121217271878877;-1,25260338947594;2,61085570473831;1,30433702215811;-0,0880130675364239;2,72924648149145;-0,326924463708163;0,027338878759962;-0,282507366057686;0,58884238578573;0,294175171229242;-0,0198501298154519;0,615543787671642;0,235760936108201;0,00119028561850498;0,11126901959612;0,399334809228589;0,0725013630646369;0,00028134388436245;0,179662242499585;0,011136975814197;7,78814152036626e-05;0,00831633525438132;0,0361302164892115;0,00901746502140784;4,10581275115077e-05;0,039481199770672;0,00530035335689046;2,31867086234792;0,0284959429394058
"airspace";-1,52682418213095;-0,00359011273550156;-0,62527111538779;1,2698846293446;-1,40505970696865;0,0570595555147241;-4,76011144223795;-0,283666562228891;-0,000667002101232467;-0,116168259475383;0,235930116544745;-0,261044108068722;0,0106010162431277;-0,884374549767405;0,257821895132049;1,02913107136347e-06;0,0273285237589671;0,0931177135918677;0,0829255633712969;0,000116555366601244;0,538688719648146;0,0123561417834267;6,83157744891017e-08;0,00207224717882486;0,0085473867765671;0,0104639193294002;1,72568526971972e-05;0,120098909589353;0,00530035335689046;2,33546268754444;0,028910172958899
"state";-1,86318441061474;-0,113962912421251;-0,703664679254995;1,30556873462536;-2,23068847578041;0,342069845806221;0,574680827057399;-0,559050244751056;-0,0341946796670668;-0,211135252591763;0,391737133733756;-0,669320187118216;0,102638380790674;0,17243352573682;0,519486801271309;0,00140314545615415;0,0468308499826333;0,133175504447734;0,282811988902646;0,00566795230913547;0,0106237576303857;0,0306665737452102;0,000114730966497648;0,00437406343490313;0,0150575063677674;0,0439573416605967;0,00103367296298491;0,00291747396631957;0,0088339222614841;2,00776271285008;0,0356105221829603
"china";0,0641799162475329;0,738075077488541;0,360638777095372;-0,650218602250704;0,8919192362468;0,609965976718686;-1,50318501119914;0,0301581433128702;0,346821486595705;0,169464165111598;-0,305537727966803;0,419112858397828;0,286623018810251;-0,706346652411604;0,00256057750164095;0,244485718880976;0,0511001504424441;0,137220958137899;0,18782259167285;0,0748659991441636;0,301944004220028;5,82199526436797e-05;0,00769971477045534;0,00183830851653491;0,00597574884399802;0,0112440978655417;0,00525877728274743;0,0319373170020319;0,0141342756183746;0,985085632665871;0,0137158120662151
"biden";-1,83807865044238;-0,154664398030965;0,340504177042843;-1,94830572258464;0,103097071133116;-0,141063857944523;0,0473951905029526;-0,678120847694128;-0,0570602094070445;0,125621926528613;-0,71878683093808;0,0380355178244109;-0,0520425733171547;0,0174854687272232;0,618561604098871;0,00316190101077233;0,0134164422950687;0,36285325506994;0,000739102322648598;0,0011792884930027;8,84067096966729e-05;0,0477531183775558;0,000338107081530469;0,00163877165489221;0,0536522288149268;0,000150233301430766;0,000281258120398482;3,1749881029133e-05;0,0141342756183746;1,81516627101153;0,0465700154264016
"activity";1,10797627903764;-1,37507494232445;-0,737957214761451;-0,354974508301477;-0,31494805930012;-0,734547716464245;0,17628787516908;0,524709018050907;-0,651200063019545;-0,349477522982159;-0,168106780991513;-0,149151286050945;-0,347862872436456;0,0834853955127918;0,381044422724826;0,423721207622932;0,106835294717802;0,0204207200067922;0,0116936392554865;0,0542111324309526;0,00207358324120877;0,0108446239833047;0,0167034549205706;0,0048107849012233;0,00111313517264907;0,00087625689096212;0,00476643416751622;0,000274535467593896;0,0088339222614841;1,39407602867026;0,0171682683190197
"presidential";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934063;2,06452914310448;0,010387144432264;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755753;0,602288315593608;0,00303025788947132;0,200387684346664;0,358408545444702;0,203748751191419;0,0365471714226223;0,000137971356824342;0,200766501269528;3,37496824074202e-06;0,0170308839554932;0,0421921579256017;0,0273982873746465;0,00594919082526806;3,08743600013715e-05;0,0527137174542296;1,33436287313956e-06;0,0123674911660777;2,03603893515192;0,0512688724702859
"january";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934058;2,06452914310448;0,0103871444322641;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755752;0,602288315593607;0,00303025788947136;0,200387684346664;0,358408545444702;0,20374875119142;0,0365471714226223;0,000137971356824339;0,200766501269528;3,3749682407421e-06;0,0121649171110666;0,0301372556611441;0,0195702052676047;0,00424942201804862;2,20531142866936e-05;0,0376526553244497;9,53116337956853e-07;0,0088339222614841;2,03603893515192;0,0366206231930614
"sunday";-0,174456404391403;0,0968510222637768;2,35399107887674;-0,44636038370982;0,908319509700271;1,06424088787512;0,227272369278639;-0,062506968018017;0,0347012984262358;0,8434247260532;-0,159928976676963;0,325446914609077;0,381312863657497;0,0814306976429858;0,00702148700174313;0,00156234326936055;0,807983680434466;0,0239987477029702;0,0722919069798887;0,0845802397452073;0,00256159486636586;0,000161316450705884;4,97179532519713e-05;0,0293707102443353;0,00105602964034758;0,00437302649312088;0,00600322615243055;0,000273777719986886;0,00530035335689046;1,61702290154223;0,0138591681843396
"start";1,06430335193466;-1,06043507538926;-0,237659185698289;-0,129246474175646;-0,558222840495804;-2,60059895617673;0,286888362326957;0,34553330750441;-0,344277445266784;-0,0771576678245549;-0,0419607451428343;-0,181230834282728;-0,844302103518537;0,0931402541758067;0,262558786898474;0,188181378975884;0,00827451616792964;0,00202159958632682;0,0274326672971869;0,507430110616504;0,00410094045769442;0,00600393087423681;0,00596036686810504;0,000299373967562405;8,85405534637953e-05;0,00165165763066009;0,0358468989268594;0,000436245224939805;0,00530035335689046;1,61322874933709;0,013794206701525
"spy";-1,79842265899418;-0,0947341053980562;-0,444813668355702;0,443339692790793;-0,999073603907945;0,128484261061849;0,701432713110931;-0,792913080182349;-0,0417676628649145;-0,196115509398878;0,195465642973186;-0,440485179966858;0,0566478912418068;0,309257209539668;0,817020383091731;0,00163672176456766;0,0315895405824527;0,0259229621558184;0,0957638205388456;0,00134984216982634;0,0267167296967575;0,0285717673178772;7,92804834414314e-05;0,00174787278759767;0,00173630815551091;0,00881756242072093;0,000145832202655559;0,00434635910796963;0,0088339222614841;1,54532247730767;0,021095596809826
"sighting";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934058;2,06452914310448;0,0103871444322641;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755752;0,602288315593607;0,00303025788947136;0,200387684346664;0,358408545444702;0,20374875119142;0,0365471714226223;0,000137971356824339;0,200766501269528;3,3749682407421e-06;0,0121649171110666;0,0301372556611441;0,0195702052676047;0,00424942201804862;2,20531142866936e-05;0,0376526553244497;9,53116337956853e-07;0,0088339222614841;2,03603893515192;0,0366206231930614
"safety";1,0397637687479;3,58047708947816;-1,28765285093079;-0,960724876549253;-0,664081696772278;0,522808179289486;0,290093050585283;0,250125003155646;0,861317609078551;-0,309757065097862;-0,23111145050569;-0,159751129528967;0,125766449481167;0,0697846254832021;0,0890505350729162;0,762362898231426;0,0863182173576228;0,0396942206557204;0,0137964492800866;0,0072876195033655;0,00149005989886296;0,0114605161993021;0,135899111536516;0,0175765003304968;0,00978437054862803;0,00467495936382984;0,00289747412366064;0,00089209163955345;0,0106007067137809;2,70620202715258;0,0776345874038662
"intelligence";-0,945553385272617;-0,0108796812993486;1,58992045067788;-2,00567277986714;1,66034723279713;0,261352029267451;0,256163673065982;-0,294118010849259;-0,00338416663964005;0,49455086052821;-0,623872218763142;0,516457381503182;0,0812945521393251;0,0796806940226695;0,15753526992441;1,50574289329288e-05;0,281510233505976;0,370073415718069;0,184484835642181;0,00389575122740783;0,00248543655302492;0,00473889330954332;6,27389391389025e-07;0,0133984825414333;0,0213218549464663;0,014611764664967;0,000362040016972869;0,000347808272431036;0,00530035335689046;1,85029491258568;0,0181462434463275
"high";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934062;2,06452914310448;0,0103871444322641;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755753;0,602288315593608;0,00303025788947136;0,200387684346664;0,358408545444701;0,203748751191419;0,0365471714226223;0,000137971356824341;0,200766501269528;3,37496824074211e-06;0,00729895026663996;0,0180823533966865;0,0117421231605628;0,00254965321082917;1,32318685720163e-05;0,0225915931946698;5,71869802774114e-07;0,00530035335689046;2,03603893515192;0,0219723739158368
"continental";-1,59727234015192;0,0372243489145455;-1,05655385011132;2,14468178684083;0,0418279157514926;0,065587972943092;1,959758747765;-0,458892790059158;0,010694472634458;-0,303545570744194;0,616162306334587;0,0120170671456918;0,0188432787205953;0,563034328584936;0,393291098598403;0,000154213777891533;0,108761991428275;0,37020641169872;0,000102434383657035;0,000214653691656631;0,127269196421396;0,0270453596672902;1,46888920718568e-05;0,0118336329136224;0,0487596462912378;1,85467265312434e-05;4,56019313934675e-05;0,0407136503474358;0,0106007067137809;1,97817957841154;0,0414826266195524
"unite";-1,86318441061474;-0,113962912421251;-0,703664679254995;1,30556873462536;-2,23068847578041;0,342069845806221;0,574680827057399;-0,559050244751056;-0,0341946796670668;-0,211135252591763;0,391737133733756;-0,669320187118216;0,102638380790674;0,17243352573682;0,519486801271309;0,00140314545615415;0,0468308499826333;0,133175504447734;0,282811988902646;0,00566795230913547;0,0106237576303857;0,0306665737452102;0,000114730966497648;0,00437406343490313;0,0150575063677674;0,0439573416605967;0,00103367296298491;0,00291747396631957;0,0088339222614841;2,00776271285008;0,0356105221829603
"threat";-0,338443298702967;1,73093335230784;-0,230901514225887;-2,26285502628686;0,874146629560859;-0,00936432502536797;0,287574013719305;-0,11199966609828;0,572810743305629;-0,0764113001911833;-0,748837422233533;0,289277793376191;-0,00309889804317697;0,09516570024739;0,0216413648084824;0,408682725142212;0,00636654878632183;0,505112717647065;0,0548325592590792;5,36289797624491e-06;0,00335872145886393;0,000809497289307036;0,021174065513298;0,000376788051390866;0,0361873701059483;0,0054002284803718;6,1972143590624e-07;0,000584443910718239;0,00706713780918728;1,78684712593121;0,0225641176780823
"taiwanese";1,02473798090191;1,45667092387895;-0,449969750150064;-0,403905654033806;-0,763199006881344;-2,20517741326392;0,357616010929793;0,339496678334365;0,482596477636064;-0,149075410860089;-0,133814331527224;-0,252848564777754;-0,730577397240758;0,118478528260457;0,227393827241892;0,331733009666027;0,0277113283555537;0,0184448404998512;0,0479055391803028;0,340858277749948;0,00595317730642654;0,00742111610956134;0,0149956903213735;0,00143090301095485;0,00115293128876662;0,00411641501134042;0,0343661302047304;0,000903810680376946;0,00706713780918728;1,66904212950111;0,0196869373148382
