"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"mass";"chi.distance";"inertie"
"straight";0,59664057648981;0,204581725826902;3,1180617070756;1,1129520124475;0,156291786603408;1,8671297464828;0,198381065491295;0,154522604394244;0,0529841622107342;0,807539806417292;0,288240944893462;0,0404776591854886;0,483563744299602;0,0513782671010534;0,0427660391770411;0,00363011108476549;0,738211101009038;0,0776941590428172;0,00111455859193973;0,135567698628761;0,00101633246563832;0,00314469944800436;0,000369732177935635;0,0858861202220069;0,0109422454241249;0,000215787301764004;0,0307965856024815;0,000347659427080049;0,0088339222614841;2,24082051841389;0,044357567100218
"row";1,09159893137402;-1,25708499222375;-0,550345453862765;-0,27032649550429;-0,406176102248502;-1,43431693135642;0,217763057853284;0,468991264160951;-0,540090194957119;-0,236448756694407;-0,116142258130626;-0,174508272397917;-0,616235589382252;0,0935590617165718;0,360996216328335;0,345635633899317;0,0579942471564007;0,0115588787672636;0,0189828893481711;0,201743924943499;0,00308820955701368;0,00842111821185089;0,0111679341178388;0,00214049553772023;0,000516441089552164;0,00116592951263452;0,0145389756860474;0,000335128970781714;0,00706713780918728;1,41109280824192;0,0140719640528061
"aware";-1,71665036615383;-0,118610384862474;0,825849822479017;-3,56498517602446;2,412374955894;-0,541536829340221;0,285054976853326;-0,361530888463072;-0,0249796456318319;0,173926051538881;-0,750794852264232;0,508052238420847;-0,114049019478263;0,0600332956987052;0,238685238709527;0,000822659413230376;0,0349141699780618;0,537451588426772;0,179022912027062;0,00768867715471038;0,0014147542906363;0,0260325837421915;0,000124279358632722;0,00602498170749668;0,112271371954719;0,0514094781609943;0,00259065492519311;0,000717812189300798;0,0088339222614841;2,72905866445371;0,0657929434101577
"aviation";1,0397637687479;3,58047708947816;-1,28765285093079;-0,960724876549253;-0,664081696772278;0,522808179289486;0,290093050585283;0,250125003155646;0,861317609078551;-0,309757065097862;-0,23111145050569;-0,159751129528968;0,125766449481167;0,0697846254832021;0,0890505350729162;0,762362898231426;0,0863182173576228;0,0396942206557204;0,0137964492800867;0,00728761950336551;0,00149005989886296;0,00955043016608506;0,113249259613763;0,0146470836087473;0,00815364212385669;0,0038957994698582;0,0024145617697172;0,000743409699627875;0,0088339222614841;2,70620202715257;0,0646954895032218
"warfare";1,0397637687479;3,58047708947816;-1,28765285093079;-0,960724876549253;-0,664081696772278;0,522808179289485;0,290093050585283;0,250125003155646;0,861317609078551;-0,309757065097862;-0,23111145050569;-0,159751129528967;0,125766449481167;0,0697846254832022;0,0890505350729161;0,762362898231426;0,0863182173576228;0,0396942206557204;0,0137964492800866;0,00728761950336549;0,00149005989886297;0,00764034413286805;0,0905994076910106;0,0117176668869978;0,00652291369908535;0,00311663957588656;0,00193164941577376;0,000594727759702301;0,00706713780918728;2,70620202715257;0,0517563916025774
"threaten";1,0397637687479;3,58047708947816;-1,28765285093079;-0,960724876549253;-0,664081696772278;0,522808179289485;0,290093050585283;0,250125003155646;0,861317609078551;-0,309757065097862;-0,23111145050569;-0,159751129528967;0,125766449481167;0,0697846254832022;0,0890505350729161;0,762362898231426;0,0863182173576228;0,0396942206557204;0,0137964492800866;0,00728761950336549;0,00149005989886297;0,00764034413286805;0,0905994076910106;0,0117176668869978;0,00652291369908535;0,00311663957588656;0,00193164941577376;0,000594727759702301;0,00706713780918728;2,70620202715257;0,0517563916025774
"recent";0,892056037995201;2,45517863492774;0,180918668404671;-0,269499246883669;-0,390623868980383;0,970915368353922;0,259522388887287;0,313598357369264;0,86310719749379;0,063601158237376;-0,0947412690854147;-0,137322094626228;0,341321006407449;0,0912339487533836;0,142511911887965;0,779373913774144;0,00370485622981446;0,0067911611765849;0,0103786670794014;0,0546466335038084;0,0025928563482828;0,0042178302557793;0,0319500112866024;0,000173488858183672;0,000384963837831437;0,000808765054861501;0,00499651935957155;0,000356988712016418;0,00530035335689046;1,83531390723475;0,0178535890711446
"psychological";1,0397637687479;3,58047708947816;-1,28765285093079;-0,960724876549253;-0,664081696772278;0,522808179289485;0,290093050585283;0,250125003155646;0,861317609078551;-0,309757065097862;-0,23111145050569;-0,159751129528967;0,125766449481167;0,0697846254832022;0,0890505350729161;0,762362898231426;0,0863182173576228;0,0396942206557204;0,0137964492800866;0,00728761950336549;0,00149005989886297;0,00764034413286805;0,0905994076910106;0,0117176668869978;0,00652291369908535;0,00311663957588656;0,00193164941577376;0,000594727759702301;0,00706713780918728;2,70620202715257;0,0517563916025774
"parliamentary";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934065;2,06452914310448;0,0103871444322643;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755753;0,602288315593607;0,00303025788947141;0,200387684346664;0,358408545444702;0,20374875119142;0,0365471714226223;0,000137971356824343;0,200766501269528;3,37496824074222e-06;0,00973193368885328;0,0241098045289153;0,0156561642140837;0,00339953761443889;1,76424914293553e-05;0,0301221242595597;7,6249307036551e-07;0,00706713780918728;2,03603893515192;0,0292964985544491
"claim";-1,15602073624374;-0,598788491886655;-0,399841224978018;-0,691557917304478;-1,25726493463733;0,643943625631884;-0,100491696385771;-0,55500145194942;-0,287476229438178;-0,191962352797489;-0,332014501278095;-0,603608432212139;0,309155048862303;-0,0482457067199213;0,498141638303908;0,0964897690942036;0,037664693420996;0,093076650319132;0,223785702780409;0,0500323684759868;0,000809177605364977;0,0094444094885196;0,00253390571035968;0,00112984455966023;0,00337987528612373;0,0111711315609088;0,00293048334269919;7,13680639045225e-05;0,00706713780918728;1,27213442045948;0,0114369327471221
"air";0,373007745561607;0,851781672848086;0,143354934642571;0,96208606122829;0,614812251953014;-0,734610057135125;1,29545875907381;0,177689503760743;0,405762787936194;0,0682899148915531;0,458308431470756;0,292877789417145;-0,349945806925429;0,617117008376745;0,0756909779077444;0,284955982994909;0,00706596386736009;0,262904666706708;0,0780999179486287;0,0950289487378393;0,196253541836812;0,00098328465193606;0,00512743475759635;0,00014523418576944;0,00654141052445063;0,00267133643216634;0,00381379460101818;0,0118601653460144;0,00706713780918728;1,053027210407;0,00783651099545976
"tension";1,11889451081338;-1,45373490905825;-0,863031722027241;-0,411406516832934;-0,254129364001199;-0,268034906536124;0,14863775337961;0,531131441334981;-0,690077849256575;-0,409675155260987;-0,195291811827045;-0,120633441386157;-0,127234305701552;0,0705573076159931;0,369372641172652;0,450162856716234;0,138892136582047;0,0260729880622274;0,00723691167156422;0,00686124489374374;0,00140122090153217;0,00663564448583915;0,0112014762499007;0,0039478290806995;0,000897113014625128;0,000342306008733148;0,000380791755062697;0,000117101669945607;0,00530035335689046;1,42988326214461;0,0108369230213498
"president";-2,04045912425662;-0,21475441997845;-0,468405232017447;0,746160033148385;-3,74569940346835;0,52639109438164;-0,348704453414337;-0,46308699463305;-0,0487390204242467;-0,106305668458015;0,169342773475978;-0,850095284404635;0,119465696225404;-0,079139295380708;0,413425365689562;0,00330627005741499;0,0137696372068209;0,028864718132556;0,529132331654976;0,0089061941163413;0,00259548314232769;0,0220678804121666;0,00024444943940078;0,00116291587304586;0,00295099714700353;0,0743653570025256;0,00146866210730195;0,000644495384263206;0,00530035335689046;2,46475150877325;0,0321996466431095
"occasion";-2,04045912425662;-0,21475441997845;-0,468405232017447;0,746160033148385;-3,74569940346835;0,52639109438164;-0,348704453414337;-0,46308699463305;-0,0487390204242467;-0,106305668458015;0,169342773475978;-0,850095284404635;0,119465696225404;-0,079139295380708;0,413425365689562;0,00330627005741499;0,0137696372068209;0,028864718132556;0,529132331654976;0,0089061941163413;0,00259548314232769;0,0220678804121666;0,00024444943940078;0,00116291587304586;0,00295099714700353;0,0743653570025256;0,00146866210730195;0,000644495384263206;0,00530035335689046;2,46475150877325;0,0321996466431095
"multiple";0,39762859444567;-1,13495545588232;-1,54050366163919;0,718690140517609;1,30976115331938;1,24461437923783;1,42966541260296;0,128038450364512;-0,36546148801624;-0,496050093912673;0,231421917763264;0,421749820715079;0,400772224746969;0,460359608253563;0,0355300371637988;0,208982952465715;0,337057206962143;0,060601846001708;0,146413725359465;0,112679222948463;0,0987350090987079;0,000838030914068053;0,00682751176768749;0,0125785416865217;0,00273771476012661;0,00909261985200276;0,00821059162370446;0,0108336211589745;0,00530035335689046;1,63841373012625;0,0142282661717291
"line";0,734331115345183;-0,0859905966888185;2,20794558826062;0,792939197792214;-0,183244247927865;-0,399634504283912;0,273967034085631;0,292129963226149;-0,034208587003277;0,87835997961317;0,315445299608099;-0,0728978171970926;-0,158981705392507;0,108988953239427;0,133654301249413;0,00132316432942319;0,76368368687093;0,0813656103265579;0,00316094482190154;0,0128132353643748;0,00399905703739967;0,00285817413585213;3,91928412662493e-05;0,0258393483430363;0,0033326108024489;0,000177977673491071;0,000846507440004847;0,000397833581796876;0,00530035335689046;1,5600706355594;0,0129001080632582
"learn";-0,945553385272617;-0,0108796812993486;1,58992045067788;-2,00567277986714;1,66034723279713;0,261352029267451;0,256163673065982;-0,294118010849259;-0,00338416663964005;0,49455086052821;-0,623872218763142;0,516457381503182;0,0812945521393251;0,0796806940226695;0,15753526992441;1,50574289329288e-05;0,281510233505976;0,370073415718069;0,184484835642181;0,00389575122740783;0,00248543655302492;0,00473889330954332;6,27389391389025e-07;0,0133984825414333;0,0213218549464663;0,014611764664967;0,000362040016972869;0,000347808272431036;0,00530035335689046;1,85029491258568;0,0181462434463275
"important";-0,71773138393547;0,37556004043611;-1,17423607748738;2,72595706133577;3,46059820234427;-0,719474064311223;-7,63254296360867;-0,0801372206315427;0,0419325927421415;-0,131107567150197;0,304362645058888;0,386387899241308;-0,0803317969937971;-0,852200131058264;0,0227867915638122;0,00450433664474862;0,0385485323012106;0,171616626694848;0,201195747070018;0,00741179436313361;0,553936171362229;0,0027304152269572;0,000747590162397735;0,00730828815727707;0,0393860878104929;0,063475653275981;0,00274369043754334;0,308775859141337;0,00530035335689046;3,69287109794925;0,0722824926470082
"happen";-1,93252287155569;-0,182706408273125;-0,0369868805186261;-0,69088836990923;-1,69300795034757;0,170415119807687;-0,137451309991783;-0,722170748885671;-0,0682761511549909;-0,0138217475178333;-0,258180319021063;-0,632665640012667;0,0636829796450932;-0,0513646264854679;0,730720766026895;0,00471544306774897;0,000169174645585098;0,0487618262262885;0,212998867392127;0,00183929835438831;0,000794624286966612;0,0197949363025752;0,000176934443237097;7,25103885423562e-06;0,00253000038697438;0,0151922751940287;0,000153929221161139;0,000100138847801009;0,00530035335689046;1,75587145802716;0,0163414376878857
"early";-1,82458661885476;-0,150658396567799;0,394431470980196;-2,12793677296684;0,359683502773213;-0,185560854766267;0,0738018334307718;-0,63698854173535;-0,0525969396783939;0,137701507244367;-0,742892295663094;0,125570508711491;-0,0647818728139749;0,0257652455458486;0,567193077392246;0,0027919099956675;0,016752621298789;0,402792544967136;0,00837143911552154;0,00189892778334365;0,000199479447296587;0,0176454929136246;0,000120307168496715;0,000824608756004951;0,0240006090622503;0,00068571849205234;0,000182506170432444;2,8869490906767e-05;0,00530035335689046;1,88166725054964;0,018766810822214
"drift";-0,935908469991339;0,332381579121826;-1,40946927284628;3,13458030093452;3,64497671865781;-0,55734460640334;-1,68216050733217;-0,173124272894509;0,0614839175560911;-0,260723511809785;0,579834409911647;0,674247497878598;-0,103097560102376;-0,311165914254879;0,0668842243887491;0,00609036911543487;0,095875108163132;0,391721829073375;0,385304065835808;0,00767782686594513;0,046446576557556;0,00464271023428372;0,00058556986293031;0,0105297012249001;0,0520791183551594;0,070419727630163;0,00164646471883513;0,0149982189351308;0,00530035335689046;2,81070542342273;0,041873135921862
"coast";-1,52912876278496;0,0173274493608643;0,00233239225094981;-1,19558893717188;2,88470171558644;-0,492762935725299;1,61277730088366;-0,395699528823575;0,00448390201968399;0,000603563635185108;-0,309387927700713;0,746487239946477;-0,12751448160134;0,417345637325357;0,339710377185501;3,14921822620813e-05;4,99530005729896e-07;0,108429263594959;0,459176505764775;0,0114190647597726;0,081232796982723;0,0123934705292027;1,59138074922252e-06;2,88342064255691e-08;0,00757649950541233;0,0441069115966821;0,00128700694783365;0,0137864873970615;0,00530035335689046;2,03766812677567;0,0220075515629548
"begin";0,210106991076797;-1,27089329010566;-0,716986231411123;-1,65070609833497;0,837434393626936;1,19584048562291;0,101943088572618;0,0791874015193377;-0,478988046690194;-0,27022554699209;-0,622136017128019;0,315621356692509;0,450701331749066;0,0384214168483841;0,0119657325108903;0,316074338757975;0,0880678952579383;0,385620247350148;0,0721966431349422;0,125469612852379;0,000605530135726406;0,000233983821727977;0,00856097043199071;0,00272474870688935;0,0144425651400013;0,00371711853513771;0,00757968798792318;5,50833567547244e-05;0,00530035335689046;1,49181393596476;0,0117959831424311
"approach";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934062;2,06452914310448;0,0103871444322641;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755753;0,602288315593608;0,00303025788947136;0,200387684346664;0,358408545444701;0,203748751191419;0,0365471714226223;0,000137971356824341;0,200766501269528;3,37496824074211e-06;0,00729895026663996;0,0180823533966865;0,0117421231605628;0,00254965321082917;1,32318685720163e-05;0,0225915931946698;5,71869802774114e-07;0,00530035335689046;2,03603893515192;0,0219723739158368
"american";-1,82458661885476;-0,150658396567799;0,394431470980196;-2,12793677296684;0,359683502773213;-0,185560854766267;0,0738018334307718;-0,63698854173535;-0,0525969396783939;0,137701507244367;-0,742892295663094;0,125570508711491;-0,0647818728139749;0,0257652455458486;0,567193077392246;0,0027919099956675;0,016752621298789;0,402792544967136;0,00837143911552154;0,00189892778334365;0,000199479447296587;0,0176454929136246;0,000120307168496715;0,000824608756004951;0,0240006090622503;0,00068571849205234;0,000182506170432444;2,8869490906767e-05;0,00530035335689046;1,88166725054964;0,018766810822214
"ahead";1,17348566969211;-1,84703474272725;-1,48840425835619;-0,693566559490222;0,0499641124934062;2,06452914310448;0,0103871444322641;0,342342809609993;-0,538838334036426;-0,434214501975833;-0,202335257054921;0,0145761086755753;0,602288315593608;0,00303025788947136;0,200387684346664;0,358408545444701;0,203748751191419;0,0365471714226223;0,000137971356824341;0,200766501269528;3,37496824074211e-06;0,00729895026663996;0,0180823533966865;0,0117421231605628;0,00254965321082917;1,32318685720163e-05;0,0225915931946698;5,71869802774114e-07;0,00530035335689046;2,03603893515192;0,0219723739158368
"additional";-1,71665036615383;-0,118610384862474;0,825849822479017;-3,56498517602446;2,412374955894;-0,541536829340221;0,285054976853326;-0,361530888463072;-0,0249796456318319;0,173926051538881;-0,750794852264232;0,508052238420847;-0,114049019478263;0,0600332956987052;0,238685238709527;0,000822659413230378;0,0349141699780618;0,537451588426771;0,179022912027062;0,00768867715471039;0,0014147542906363;0,0156195502453149;7,45676151796336e-05;0,00361498902449801;0,0673628231728311;0,0308456868965966;0,00155439295511586;0,000430687313580478;0,00530035335689046;2,72905866445371;0,0394757660460946
"the";-0,152886402894301;-0,164814911268894;0,0259946859402641;0,112198950992753;0,563264911075292;-0,115836091627962;0,179089900512075;-0,23408751155328;-0,252351495721195;0,0398009975391492;0,171790118281088;0,862426474053759;-0,177359019009651;0,274208224940576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,331090977149362;NA
"of";-0,00467096403829622;-0,276582610832944;-0,253091022208767;-0,0901716795288693;0,97198355034794;-0,264096166516322;-0,591566929584327;-0,00379721049216414;-0,224844889233635;-0,205747652331364;-0,0733041069885819;0,790163680416262;-0,21469416724559;-0,480908038130453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,57945011667187;NA
"s";-0,324391009124113;-0,0683726605808958;0,289411992425897;0,0932011256599213;0,641857171371174;0,212837905990971;0,848699599401918;-0,276147798200592;-0,0582043248594072;0,246370837148202;0,0793403174468279;0,546400608056293;0,181184796926797;0,722481570439873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,544812999855725;NA
"over";-0,186380509820377;-0,0248767127832778;0,175926925000417;-0,408679953402036;0,424245377432418;-0,0634387668395829;0,578953780367805;-0,214852706335689;-0,0286769741716766;0,202802192085875;-0,471111459552253;0,48905471703885;-0,0731299144702362;0,667396964817733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,413660858780428;NA
"a";0,0141045119001416;0,203004957263199;-0,879553364808954;0,951923787484146;0,536050923786817;-0,872559881531278;-0,478184743019865;0,00814520567421455;0,117233204629881;-0,507932717455079;0,549725867164382;0,309563709613554;-0,503894055211454;-0,276146605408525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,917916651906729;NA
"in";0,462305063825604;-0,438536876697188;-0,506068354652405;0,511195718808709;0,314280232761254;-0,85099211815077;-2,00959729820683;0,192211970634516;-0,182329902615278;-0,21040737671911;0,212539174196058;0,130667880577884;-0,353815877919746;-0,835527635526499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,03939884523811;NA
"and";-0,0319423470898752;0,291352594385134;-0,479715177617652;-0,0958048404000139;0,946967918812607;-0,371287416966953;-1,84034885079429;-0,0146612502939808;0,13372822285295;-0,220184956011049;-0,043973560882278;0,434649765686205;-0,17041758815787;-0,844703585926765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,89430077770407;NA
"u";-1,19754839869482;0,0551687952897643;0,168658530600967;0,302591462435584;1,48234212747762;0,0866694808655126;1,49270507727872;-0,489297198136614;0,0225409987515112;0,068910907112258;0,123633545759951;0,605658903176827;0,0354116244468022;0,609893022071422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30382378328531;NA
"said";0,454613186374624;-0,375530404935599;1,02801667869754;0,335680532085608;-0,129019042286989;-0,891993560410348;-0,581451787469887;0,278344892964341;-0,229925073665856;0,629421233201602;0,205526290424375;-0,078994170411372;-0,546138694473995;-0,356004050031807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,909682606367147;NA
"it";-0,55651766851767;-0,433006367562379;-0,352515249828038;0,0931770898611801;0,275917021281076;-1,1223117591615;0,955669839407449;-0,327978209976719;-0,255188040516132;-0,207751392576721;0,0549130007406754;0,162608980561059;-0,661423388022986;0,563214612920491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,836912587133412;NA
"on";0,0945743233600079;-0,311861768505108;-0,614896916402301;-0,178861146959821;-0,813047710058108;-0,451880348423571;-0,7270594440153;0,0684289014901698;-0,225646427882457;-0,444906387106069;-0,129414320620008;-0,588277660169873;-0,326956352940674;-0,526061168660276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,679599286310427;NA
"that";-1,2254042672449;-0,123616793993269;-0,471033996856155;0,273671340345061;1,09939534246982;-0,372260758622576;0,483774559479552;-0,665062688468617;-0,0670904448030656;-0,255643908449575;0,148529430027129;0,596673964418906;-0,20203678700869;0,262558583922323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16404122394761;NA
"with";0,535865720571448;0,63195571004318;1,32372635208787;0,817526284834817;0,53069021643618;1,20140389021873;-2,09888417797737;0,176311315088598;0,207926982522118;0,435534360558013;0,268983681667512;0,174608463226078;0,39528764708281;-0,690577910531789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,46401279812078;NA
"has";-0,0708915522542075;-0,453077944732493;-0,627341350006976;0,724203083518249;1,44287853282523;-1,40081128269688;0,655321910513218;-0,0299519340382536;-0,191427049955867;-0,265053961119362;0,305978389499167;0,609621333800436;-0,591847770365165;0,276875847874375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,15043466908421;NA
"were";-0,180354106308344;-0,0901410226350656;1,75440973934134;0,121620603490844;-0,126886856369289;1,25867882488057;0,105979637479108;-0,082795706069441;-0,0413813123951391;0,805402195032528;0,0558327389640923;-0,0582503336301412;0,57782550202917;0,0486523933037847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,2311891623804;NA
"one";-0,041567970413664;-0,639708803139485;0,414134688705776;-0,863433091957944;0,202660794629078;-0,0942453166358776;0,162241998543057;-0,0350780746327397;-0,539832782703559;0,349476950013716;-0,728627598092257;0,171019908077887;-0,0795310480122164;0,136911590265842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,702864013933883;NA
"at";-1,55429713254377;0,24966865223494;0,015791723435054;-1,35955838311706;-0,6663754985633;0,0513583599394629;0,00394390492680394;-0,71140044075903;0,114273124182482;0,0072278580310163;-0,622268685141434;-0,304999483987403;0,0235066765115878;0,00180512184221058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,47274711194966;NA
"had";-0,124086868437768;-0,738377955863481;-0,683270678241589;0,564888232116125;-0,755249711565625;-0,725671526451124;0,634552181932687;-0,0735515762047913;-0,437668088270498;-0,405003655841228;0,334833333895571;-0,447668697044481;-0,430136445938155;0,376126126422036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,900529372582763;NA
"for";-0,278177526252904;-0,254057279016191;0,973640560948627;0,173598349836515;0,170341124818872;1,08660003335086;0,429466884345277;-0,175437458882456;-0,160225608594527;0,614043226922731;0,109482796010692;0,107428570826506;0,685283068120159;0,270850704147831;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,840727841207531;NA
"across";0,427213065791822;-0,479414407414947;0,0219811871647141;1,01941244749355;0,632416326512967;-1,49901189128321;1,27899142692097;0,17839548778954;-0,200193706401758;0,00917889671556347;0,42568590567864;0,264084196126451;-0,625956879507283;0,534080808276099;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1314593952172;NA
"says";-0,153688792267947;1,13339563517811;-0,0138560651626022;1,16243162657306;0,413918749448082;0,645119521276469;1,30924109666107;-0,0689995040797106;0,508844760892223;-0,00622076347017466;0,521880643191444;0,185831302463609;0,289630274162159;0,587791634362598;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1585118457565;NA
"more";0,104855398942795;-0,566135441871049;-0,226663842679923;-0,380410569123379;0,987796506429451;-1,50185682604019;-2,8110610759307;0,0307060111569992;-0,165787945778062;-0,0663765771948005;-0,111399997496701;0,289267799780297;-0,439805989215343;-0,823195311169672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3784239151152;NA
"was";-1,34603923008338;0,129416851622223;-0,71533709877348;1,00845560294784;2,59144213251011;-0,395589865833542;0,826464480198217;-0,407472428533768;0,039177014789112;-0,216546545110334;0,305279255179054;0,78448027036568;-0,119752797490573;0,250186979188122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80925058760506;NA
"two";0,734331115345183;-0,0859905966888194;2,20794558826062;0,792939197792213;-0,183244247927866;-0,399634504283912;0,27396703408563;0,292129963226149;-0,0342085870032774;0,87835997961317;0,315445299608099;-0,0728978171970931;-0,158981705392508;0,108988953239427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,5600706355594;NA
"during";-1,86056536975507;-0,161341067136241;0,250625353813921;-1,64892063861431;-0,32454698160038;-0,0669021965749489;0,00338411895658641;-0,736645014941593;-0,0638790201856304;0,0992289335844738;-0,652849498445431;-0,128496380722024;-0,0264882763039206;0,0013398585182024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,73345451802422;NA
"three";-0,488077886160985;-0,637594747683852;-0,353032208857866;0,308456779486369;-2,15196112198208;-1,03710393089754;-0,0309080455436899;-0,190388329037116;-0,248711531614714;-0,137710013599268;0,120322129913524;-0,839432176265143;-0,404551179309692;-0,0120565412031909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29204363294044;NA
"such";0,882468935427557;-0,973863336664048;-0,481670281834298;0,106036052149114;-0,00289415555633423;-1,80258351452187;-1,4814010126864;0,324089572637885;-0,357654462289076;-0,176894969924822;0,0389420833364122;-0,00106288799497002;-0,662004629752146;-0,544049316449029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37617562428593;NA
"have";-0,397654235061767;-0,801104609280232;-0,518909396548102;-1,31892166657297;1,60233892001908;0,59625168468533;0,736364044685874;-0,158757717587077;-0,319829460129004;-0,20716709182707;-0,526560451264261;0,639710701694547;0,238044884781346;0,293982723532064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,32416103152561;NA
"eight";0,740851849790385;-0,308322391311636;1,96644521571765;0,661322369463069;0,129709868075906;1,91647959563821;0,151382585226537;0,251739881663892;-0,10476729230693;0,668193898744196;0,22471593352628;0,0440751370861885;0,651215687392469;0,0514394802438367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,64577003077504;NA
"around";0,69278142535686;-0,137354352265457;2,35031737950363;0,811865583791213;0,138570507585072;1,90002964591974;0,167048745314789;0,215453635313824;-0,0427169283681708;0,730943996217094;0,252488570004448;0,0430951502360312;0,590905413213952;0,0519518251144579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,82328587262326;NA
"to";-0,304937315090726;1,03425561121637;-0,434610454147211;0,648270841299683;-0,682979291010682;-0,119525410903572;-0,886701764266241;-0,174928078665452;0,593303403570712;-0,249315409920468;0,371882243042804;-0,391792834895412;-0,0685660607815075;-0,508658758034291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,968475967032993;NA
"just";0,0651824657544994;-1,09333110607053;-1,31566409505824;0,441732779042199;0,0467096337966409;1,26495267503992;0,79013578576536;0,028174720884099;-0,472585662277037;-0,568687732604499;0,190936283413185;0,0201899526135676;0,546768032450262;0,341531345382414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,28002919789931;NA
"down";-1,35523587488947;0,15724466349494;-1,03296228644957;1,84186144648324;2,7884537153119;-0,332318860376701;3,00989591429027;-0,280964729292492;0,0325996419738725;-0,214151628184523;0,381850947347188;0,578096520158269;-0,0688956663371563;0,624005463865184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,36046003119568;NA
"least";-1,87855474520523;-0,166682402420462;0,178722295230785;-1,40941257143804;-0,666662223787178;-0,0075728674792899;-0,031824738280506;-0,765600736210188;-0,067931035990355;0,072837867065149;-0,574402904717569;-0,271696680992506;-0,00308630500770056;-0,0129701000832904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,69725964381042;NA
