the;240;196
u;59;37
to;175;126
a;154;135
and;132;101
of;119;98
it;82;92
in;109;73
is;111;92
that;95;89
on;71;48
they;53;65
for;67;53
i;60;45
you;57;45
over;59;28
this;65;37
s;41;36
not;46;49
with;47;34
have;46;42
we;45;39
was;46;41
are;39;40
it_s;32;46
our;51;18
us;43;30
at;38;28
just;38;25
so;34;30
be;39;32
about;35;28
from;27;32
has;31;24
but;37;28
or;25;26
all;31;28
as;17;26
were;17;15
if;25;29
there;24;25
said;5;17
one;23;15
no;23;23
do;26;15
more;14;18
their;19;19
been;19;21
had;20;9
when;33;8
he;28;4
would;17;22
an;20;10
how;15;21
can;15;26
why;8;25
don_t;24;15
by;18;15
now;22;13
his;31;1
those;19;12
com;12;18
think;21;13
out;23;12
them;17;13
because;15;18
take;17;12
also;12;14
who;26;4
other;16;15
make;16;14
could;16;16
than;10;18
even;18;14
its;7;15
which;8;11
up;23;5
didn_t;17;9
my;14;10
any;9;18
off;19;8
into;10;15
get;14;11
your;13;9
did;15;9
around;6;8
before;9;11
mean;14;10
being;12;11
says;6;6
go;17;6
two;7;2
then;14;9
some;9;11
only;11;10
me;13;7
across;6;4
i_m;11;6
during;13;3
doesn_t;11;10
will;13;4
where;8;8
see;8;10
right;12;6
never;15;3
want;8;10
while;6;4
that_s;7;10
since;8;5
got;7;6
3;11;5
very;8;9
three;8;2
there_s;9;7
such;2;5
does;7;10
look;9;8
least;10;6
every;6;6
can_t;5;8
after;10;6
through;7;2
should;9;5
say;8;5
going;10;3
ever;8;4
2;9;5
way;8;6
really;8;5
probably;6;6
much;8;6
last;9;1
anything;10;4
2023;6;6
used;6;6
until;8;4
under;10;3
too;6;7
though;5;5
they_re;5;7
these;6;6
second;0;3
nothing;9;4
most;6;5
maybe;7;5
getting;9;4
first;6;4
000;5;6
something;6;6
same;11;1
either;2;4
course;1;9
come;7;4
another;4;5
someone;1;10
seen;2;4
own;6;4
little;7;4
isn_t;3;7
he_s;8;2
etc;7;4
actually;3;8
4;4;7
yes;4;3
we_re;5;4
took;8;2
new;4;1
near;5;1
here;5;4
f;5;2
everyone;7;2
couldn_t;5;5
already;2;6
1;4;5
wasn_t;4;5
use;4;5
still;4;3
likely;2;6
again;5;3
above;1;4
won_t;5;2
without;5;3
what_s;6;2
themselves;2;6
taken;1;7
sure;4;4
possible;2;4
oh;6;2
might;5;3
him;8;0
former;4;2
exactly;1;4
especially;3;5
zero;4;2
you_re;4;1
whole;4;3
needs;3;4
done;4;3
doing;2;5
clearly;2;5
better;5;0
away;6;1
anyone;5;2
am;2;4
wouldn_t;2;3
wants;3;3
try;4;2
seems;2;3
plus;4;2
please;3;2
once;3;3
may;2;3
many;3;3
less;2;3
i_ve;4;1
given;3;3
everything;3;3
different;3;2
between;2;2
appear;2;4
5;2;2
we_ve;3;2
w;3;0
via;1;2
trying;3;2
tried;2;2
somehow;3;2
sent;1;2
self;1;2
saying;2;3
outside;3;2
nobody;3;1
let_s;5;0
knows;1;3
help;3;1
haven_t;1;4
few;2;3
enough;3;2
currently;2;1
ask;3;2
among;3;2
100;2;3
10;4;1
who_s;4;0
whether;0;4
whatever;2;2
v;1;2
using;0;4
useful;0;4
truly;2;2
she;2;2
several;2;2
serious;3;1
r;1;3
next;4;0
name;2;1
must;1;3
known;1;3
however;3;0
having;4;0
goes;3;1
gets;3;1
else;2;2
certainly;3;0
came;3;1
both;2;1
best;2;2
almost;3;0
according;3;1
able;2;2
90;1;2
9;3;0
25;4;0
20;3;1
12;2;1
yourself;3;0
you_ve;2;1
yet;1;2
within;1;2
whose;2;1
weren_t;3;0
various;1;2
third;2;1
they_ve;1;2
sorry;3;0
sometimes;2;1
saw;1;2
rather;1;2
ourselves;2;1
otherwise;1;2
others;1;2
ones;2;1
often;0;3
meanwhile;2;1
looks;2;1
instead;1;2
ignored;3;0
here_s;2;1
four;1;2
following;2;1
everywhere;1;2
definitely;2;1
considering;0;3
brief;0;3
behind;1;2
always;1;2
along;3;0
against;1;2
50;3;0
40;3;0
2020;1;2
2015;0;3
03;1;2
02;1;2
